,id,title,release_year,age_certification,runtime,production_countries,imdb_score
1933,tm435333,DTC –Yukemuri Junjo Hen– from HiGH&LOW,2018,,102,['JP'],7.0
1934,tm367105,Alejandro Riaño: Especial de stand up,2018,,60,['CO'],4.9
1935,tm1118527,Shiva VS Autobots,2018,,79,[],
1936,tm307698,My Ex & Whys,2017,,120,['PH'],6.0
1937,tm373134,Night of Knots,2018,G,100,['TR'],5.4
1938,tm352642,Bonboné,2018,,15,"['LB', 'PS']",
1939,tm446558,Hedefim Sensin,2018,,105,['TR'],6.2
1940,tm336227,Catching Feelings,2017,,115,['ZA'],5.8
1941,tm242887,Sei,2018,,128,['IN'],4.2
1942,tm413266,Pup Star: World Tour,2018,G,87,"['JP', 'US', 'CA']",3.8
1943,tm1063790,A Man for The Weekend,2017,,94,['CM'],4.5
1944,tm438423,For the Broken Hearted,2018,,92,['PH'],6.7
1945,tm447328,ReMastered: Who Killed Jam Master Jay?,2018,,58,['US'],6.5
1946,tm1223999,Motu Patlu in Dragon World,2017,,78,[],
1947,tm376421,HiGH&LOW The Movie 2: End of Sky,2017,,124,['JP'],7.1
1948,tm411649,Thug Life,2017,,134,['IN'],5.7
1949,tm364525,Beat Bugs: All Together Now,2017,,50,['US'],
1950,tm328041,Doob,2017,,102,"['BD', 'IN']",6.1
1951,tm445852,Three Words to Forever,2018,,106,['XX'],6.8
1952,tm479734,Table Manners,2018,,105,"['CA', 'ZA']",5.1
1953,tm438005,First Love,2018,,122,['PH'],5.9
1954,tm436704,Super Monsters Save Halloween,2018,,24,['US'],5.4
1955,tm348191,Love You to the Stars and Back,2017,,111,['PH'],7.4
1956,tm701033,Na stojáka v kině,2018,,90,['CZ'],5.0
1957,tm1223783,Motu Patlu: Mission Moon,2018,,71,[],
1958,tm469399,Music Teacher,2018,,101,['IN'],6.2
1959,tm305227,Daniel Sosa: Sosafado,2017,,77,['MX'],5.4
1960,tm350116,B. A. Pass 2,2017,,136,['IN'],2.2
1961,tm361161,DreamWorks Home: For the Holidays,2017,PG-13,45,['GB'],4.8
1962,tm349418,The Royal Hibiscus Hotel,2018,,90,['NG'],5.4
1963,tm450512,Pinky Memsaab,2018,,124,['PK'],6.3
1964,tm415245,Crossroads: One Two Jaga,2018,,80,['MY'],6.5
1965,tm479933,Project Papa,2018,G,97,['XX'],6.3
1966,tm345960,Alan Saldaña: mi vida de pobre,2017,,53,['MX'],6.3
1967,tm417488,Mama's Boy,2018,,104,['EG'],6.1
1968,tm1073433,Shiva: The Secret World Of Vedas City,2017,G,78,[],
1969,tm370781,Natalia Valdebenito: El especial,2018,,76,['CL'],5.0
1970,tm362878,Dilan 1990,2018,,109,['ID'],7.0
1971,tm358370,Love and Shukla,2017,,117,['IN'],7.3
1972,tm369453,Mau Nieto: viviendo sobrio… desde el bar,2018,,57,['MX'],6.7
1973,tm815509,Mrs. Miracle Animals: An Squirrel's Princess Bride,2017,,28,[],4.7
1974,tm358188,Alexis de Anda: Mea Culpa,2017,,54,['MX'],4.9
1975,tm442805,My Travel Buddy 2,2018,PG-13,111,['TR'],5.8
1976,tm307383,Ghost Hunting,2017,,94,"['FR', 'PS', 'CH', 'QA']",7.1
1977,tm478701,Lara and the Beat,2018,,137,['NG'],5.8
1978,tm414746,Carlos Ballarta: furia ñera,2018,,62,['MX'],7.2
1979,tm324753,Marco Luque - We are together,2017,,73,['BR'],4.3
1980,tm314138,Felipe Neto: My Life Makes No Sense,2017,,90,['BR'],4.4
1981,tm429383,Yoo Byung Jae: Discomfort Zone,2018,,54,['KR'],
1982,tm244473,Blessed Benefit,2017,,83,"['NL', 'JO', 'DE']",6.6
1983,tm478654,Salam - The First ****** Nobel Laureate,2018,,75,['US'],7.8
1984,tm460198,Catch.er,2017,,81,['NG'],4.5
1985,tm369210,Ricardo Quevedo: Hay gente así,2018,,58,['CO'],6.3
1986,tm404569,Shubh Aarambh,2017,,126,['IN'],6.7
1987,tm321563,A Drowning Man,2017,,15,"['GB', 'DK', 'GR']",
1988,tm367613,Mr. Chandramouli,2018,,122,['IN'],5.1
1989,tm350945,Posesif,2017,,102,['ID'],7.4
1990,tm478967,Until Midnight,2018,R,78,['AE'],6.9
1991,tm438250,"I, Potro",2018,,50,"['MX', 'AR']",6.2
1992,tm369456,Fakkah Fuzz: Almost Banned,2018,,60,['XX'],4.2
1993,tm368284,Arango y Sanint: Ríase el show,2018,,62,['CO'],4.0
1994,tm376709,Jani Dueñas: Grandes fracasos de ayer y hoy,2018,,77,"['US', 'CL', 'MX']",4.8
1995,tm316923,Kartini: Princess of Java,2017,,118,['ID'],7.6
1996,tm1073233,Motu Patlu in the City of Gold,2018,G,77,[],
1997,tm375836,Adel Karam: Live from Beirut,2018,R,59,['LB'],5.3
1998,tm480647,Ayana,2017,,128,['KG'],7.1
1999,tm450769,Nathicharami,2018,,116,['IN'],7.1
2000,tm362737,Facing Mecca,2017,,25,['CH'],
2001,tm452767,Next Enti?,2018,,157,['XX'],4.5
2002,tm430666,Hantu Kak Limah,2018,,111,['MY'],5.6
2003,tm369079,Todd Glass: Act Happy,2018,,62,['US'],5.1
2004,tm416134,Fernando Sanjiao: Hombre,2018,,63,['AR'],6.3
2005,tm404828,Yoo Byung Jae: Too Much Information,2018,,63,['KR'],5.3
2006,tm321035,Mawlana,2017,,130,['EG'],6.9
2007,tm441915,Elf Pets: Santa's St. Bernards Save Christmas,2018,G,26,['US'],5.3
2008,tm361633,Potato Potahto,2017,,104,['GH'],4.1
2009,tm368006,Harith Iskander: I Told You So,2018,,61,['US'],4.6
2010,tm840936,Zoé: Panoramas,2017,PG,89,['XX'],6.8
2011,tm430459,La Leyenda del Diamante,2018,,87,['MX'],3.3
2012,tm440324,Santo cachón,2018,,87,['CO'],4.7
2013,tm1146751,Bahasha,2018,,85,['TZ'],7.0
2014,tm411528,Enissa Amani: Ehrenwort,2018,PG,65,['US'],5.5
2015,tm153164,Puriyaatha Puthir,2017,,140,['IN'],6.5
2016,tm320949,Simplemente Manu NNa,2017,,71,['MX'],5.4
2017,tm428877,Babamın Ceketi,2018,,100,['TR'],4.9
2018,tm314677,Silence Is Welcome,2017,,94,['MX'],5.1
2019,tm306680,Grillo vs Grillo,2017,,95,['XX'],5.3
2020,tm430748,Neevevaro,2018,PG,130,['IN'],6.9
2021,tm369452,Sebastián Marcelo Wainraich,2018,,49,['AR'],6.4
2022,tm471288,Baby Mamas,2018,,93,['ZA'],6.6
2023,tm444907,Lovefucked,2018,,105,['IN'],
2024,tm491499,Fan of Amoory,2018,G,91,['AE'],6.0
2025,tm493814,Satria Heroes: Revenge of the Darkness,2017,,92,['ID'],4.4
2026,tm404610,Stretch Armstrong: The Breakout,2018,,45,['US'],
2027,tm465864,Hajwala 2: Mysterious Mission,2018,PG-13,115,['AE'],3.9
2028,tm433087,Rise: Ini Kalilah,2018,,102,['MY'],5.1
2029,tm336084,Echcharikkai,2018,,134,['IN'],6.3
2030,tm360763,Verses of Love 2,2017,,125,['ID'],5.5
2031,tm370472,Kavin Jay : Everybody Calm Down!,2018,,53,['XX'],5.9
2032,tm368697,Unexpectedly Yours,2017,,120,['PH'],6.7
2033,tm420789,Lilli,2018,PG,91,['IN'],5.7
2034,tm448690,Prince of Peoria: A Christmas Moose Miracle,2018,,29,[],
2035,tm819641,Match,2017,,7,[],4.1
2036,tm458186,Komola Rocket,2018,,95,['BD'],7.4
2037,tm430496,D.L. Hughley: Contrarian,2018,,58,['US'],6.5
2038,tm327926,Panoptic,2017,,79,"['AE', 'LB']",6.3
2039,tm327636,Joe Mande's Award-Winning Comedy Special,2017,,66,['US'],6.1
2040,tm366383,Deliha 2,2018,G,106,['TR'],4.7
2041,tm349134,Fabrizio Copano: solo pienso en mí,2017,,59,['CL'],5.0
2042,tm285712,Jen Kirkman: Just Keep Livin'?,2017,,69,['US'],6.8
2043,tm834886,Wedy Atkalam,2018,,72,['KW'],5.7
2044,tm494577,Oga Bolaji,2018,,91,['NG'],
2045,tm426260,Si Doel the Movie,2018,,85,['ID'],6.8
2046,tm441050,The Gentlemen,2019,R,113,"['US', 'GB']",7.8
2047,tm510203,A Call to Spy,2019,PG-13,123,['US'],6.6
2048,tm681578,The Rental,2020,R,88,['US'],5.7
2049,tm369594,I'm Thinking of Ending Things,2020,R,134,['US'],6.6
2050,tm244149,The Irishman,2019,R,209,['US'],7.8
2051,tm496322,Extraction,2020,R,116,['US'],6.7
2052,tm863808,My Octopus Teacher,2020,,84,"['ZA', 'GB']",8.1
2053,tm827638,Synchronic,2019,R,102,['US'],6.2
2054,tm460124,"Yes, God, Yes",2020,R,78,"['GB', 'US']",6.1
2055,tm824398,The Platform,2019,,95,['ES'],7.0
2056,tm911973,Enola Holmes,2020,PG-13,123,['US'],6.6
2057,tm849003,The Old Guard,2020,R,125,['US'],6.6
2058,tm845489,His House,2020,,93,['GB'],6.5
2059,tm403709,Marriage Story,2019,R,136,['GB'],7.9
2060,tm362198,Scary Stories to Tell in the Dark,2019,PG-13,108,"['US', 'CA', 'CN']",6.2
2061,tm368699,The Devil All the Time,2020,R,138,['US'],7.1
2062,tm828369,Lunana: A Yak in the Classroom,2019,,109,"['BT', 'CN']",7.4
2063,tm502532,Fantastic Fungi,2019,,81,['US'],7.4
2064,tm417392,The King,2019,R,140,"['US', 'AU']",7.2
2065,tm414584,Rambo: Last Blood,2019,R,101,"['US', 'CN']",6.1
2066,tm817504,1BR,2019,,90,['US'],5.8
2067,tm412937,Trading Paint,2019,R,87,"['GB', 'US']",4.4
2068,tm456156,Sweetheart,2019,PG-13,82,['US'],5.8
2069,tm943790,Summerland,2020,PG,102,['GB'],7.0
2070,tm239927,Official Secrets,2019,R,112,"['GB', 'US']",7.3
2071,tm919961,Pieces of a Woman,2020,R,127,"['CA', 'HU', 'US']",7.0
2072,tm427335,Freaks,2019,R,105,"['US', 'CA']",6.7
2073,tm431321,21 Bridges,2019,R,99,['US'],6.6
2074,tm417553,6 Underground,2019,R,128,['US'],6.1
2075,tm821789,Mank,2020,R,131,['US'],6.8
2076,tm834851,I Care a Lot,2020,R,118,"['GB', 'US']",6.3
2077,tm827648,El Camino: A Breaking Bad Movie,2019,R,123,['US'],7.3
2078,tm460948,Always Be My Maybe,2019,PG-13,102,['US'],6.8
2079,tm847085,The Social Dilemma,2020,PG-13,94,['US'],7.6
2080,tm494295,Straight Up,2019,,95,['US'],6.8
2081,tm916405,The Outpost,2020,R,123,"['BG', 'US']",6.8
2082,tm823545,Disappearance at Clifton Hill,2020,,100,['CA'],5.4
2083,tm244207,Triple Frontier,2019,R,125,['US'],6.4
2084,tm849004,Eurovision Song Contest: The Story of Fire Saga,2020,PG-13,123,['US'],6.5
2085,tm423666,The Wandering Earth,2019,PG-13,126,['CN'],5.9
2086,tm818266,The Forgotten Battle,2020,,124,"['BE', 'LT', 'NL']",7.1
2087,tm813695,After We Collided,2020,R,105,['US'],5.0
2088,tm448792,In the Shadow of the Moon,2019,R,115,"['US', 'CA']",6.2
2089,tm1121246,Code 8,2019,,99,"['CA', 'GB', 'US']",6.1
2090,tm447963,Fractured,2019,R,99,['US'],6.4
2091,tm832345,365 Days,2020,,114,['PL'],3.3
2092,tm428856,I Am Mother,2019,PG-13,114,['AU'],6.7
2093,tm983787,Ava,2020,R,96,['US'],5.4
2094,tm840196,The Trial of the Chicago 7,2020,R,130,['US'],7.7
2095,tm455636,The Dirt,2019,R,108,['US'],6.9
2096,tm824331,Can You Keep a Secret?,2019,,94,['US'],5.3
2097,tm441231,Murder Mystery,2019,PG-13,90,"['IT', 'MC', 'US', 'CA']",6.0
2098,tm843444,Da 5 Bloods,2020,R,156,['US'],6.5
2099,tm832916,The Midnight Sky,2020,PG-13,118,['US'],5.6
2100,tm458553,Wine Country,2019,R,103,['US'],5.4
2101,tm886464,The Wrong Missy,2020,R,90,['US'],5.7
2102,tm417416,Five Feet Apart,2019,PG-13,116,['US'],7.2
2103,tm439163,Brahms: The Boy II,2020,PG-13,86,"['CN', 'US', 'AU', 'CA']",4.7
2104,tm426428,After,2019,PG-13,102,['US'],5.2
2105,tm441232,Someone Great,2019,R,92,['US'],6.1
2106,tm450262,Last Breath,2019,,85,"['BE', 'SE', 'GB']",7.7
2107,tm435520,The Two Popes,2019,PG-13,125,['US'],7.6
2108,tm443615,Rebecca,2020,PG-13,123,['GB'],6.0
2109,tm432765,The Wind,2019,R,86,['US'],5.5
2110,tm456436,Bad Trip,2020,,87,"['CA', 'US']",6.5
2111,tm470240,The Half of It,2020,PG-13,104,['US'],6.9
2112,tm458585,Dolemite Is My Name,2019,R,118,['US'],7.2
2113,tm678022,The Prom,2020,PG-13,130,['US'],5.9
2114,tm361746,Ophelia,2019,PG-13,114,"['GB', 'US']",6.6
2115,tm821143,Ma Rainey's Black Bottom,2020,R,94,['US'],6.9
2116,tm453862,The Call,2020,,112,['KR'],7.1
2117,tm849022,Hillbilly Elegy,2020,R,117,['US'],6.7
2118,tm358770,Paradise Hills,2019,,95,"['US', 'ES']",5.3
2119,tm420826,The Highwaymen,2019,R,133,['US'],6.9
2120,tm372066,Fast Color,2019,PG-13,102,['US'],6.0
2121,tm499045,Occupation: Rainfall,2020,R,128,['AU'],5.2
2122,tm836438,Countdown,2019,PG-13,90,['US'],
2123,tm444017,"Extremely Wicked, Shockingly Evil and Vile",2019,R,110,['US'],6.7
2124,tm433462,We Summon the Darkness,2020,R,91,['US'],5.2
2125,tm927718,The Paper Tigers,2020,PG-13,110,['US'],6.3
2126,tm548602,Between Two Ferns: The Movie,2019,,82,['US'],6.1
2127,tm325325,The Game Changers,2019,,88,['US'],7.8
2128,tm845484,Dick Johnson Is Dead,2020,PG-13,89,['US'],7.4
2129,tm332071,Velvet Buzzsaw,2019,R,113,['US'],5.7
2130,tm943774,The Old Ways,2020,R,90,['US'],5.4
2131,tm824488,The Art of Incarceration,2019,,90,['AU'],8.6
2132,tm428557,The Laundromat,2019,R,96,['US'],6.3
2133,tm878333,Pokémon the Movie: Secrets of the Jungle,2020,,99,['JP'],6.4
2134,tm893480,Project Power,2020,R,113,['US'],6.0
2135,tm413660,In the Tall Grass,2019,,102,"['CA', 'US']",5.4
2136,tm820190,#Alive,2020,,98,['KR'],6.3
2137,tm853953,Tremors: Shrieker Island,2020,PG-13,103,['US'],
2138,tm464662,Tread,2020,,88,['US'],7.1
2139,tm455568,Paddleton,2019,R,89,['US'],7.1
2140,tm471967,Lost Girls,2020,R,95,['US'],6.1
2141,tm447788,Fyre,2019,,98,['US'],7.2
2142,tm361998,The Wolf's Call,2019,,115,['FR'],6.9
2143,tm451078,Pokemon the Movie: Mewtwo Strikes Back - Evolution,2019,PG,98,['JP'],5.7
2144,tm414341,The Red Sea Diving Resort,2019,R,129,"['CA', 'US']",6.6
2145,tm450375,Thackeray,2019,,139,['IN'],5.3
2146,tm437221,Charlie Says,2019,R,104,['US'],5.9
2147,tm845496,Crip Camp: A Disability Revolution,2020,R,107,['US'],7.7
2148,tm449105,Polar,2019,R,118,"['DE', 'US']",6.3
2149,tm418847,The Silence,2019,PG-13,90,['DE'],5.3
2150,tm498803,Spenser Confidential,2020,R,111,['US'],6.2
2151,tm819950,Anima,2019,,15,"['GB', 'CZ', 'FR']",
2152,tm315255,Ip Man 4: The Finale,2019,PG,107,"['CN', 'HK']",7.0
2153,tm853783,David Attenborough: A Life on Our Planet,2020,PG,83,['GB'],8.9
2154,tm411750,Doom: Annihilation,2019,R,96,['US'],3.7
2155,tm469991,I Lost My Body,2019,,81,['FR'],7.5
2156,tm877681,American Pie Presents: Girls' Rules,2020,R,95,['US'],
2157,tm434553,Cut Throat City,2020,R,123,['US'],4.8
2158,tm428558,High Flying Bird,2019,,90,['US'],6.2
2159,tm927037,The Water Man,2020,PG,92,['US'],5.4
2160,tm884511,The Lost Husband,2020,PG-13,109,['US'],6.1
2161,tm285317,IO,2019,PG-13,96,['US'],4.7
2162,tm817709,Rocks,2019,,93,['GB'],7.4
2163,tm845512,Horse Girl,2020,R,104,['US'],
2164,tm824477,Over the Moon,2020,PG,95,"['CN', 'US']",6.3
2165,tm927480,Kiss the Ground,2020,,84,['US'],8.2
2166,tm444247,This Changes Everything,2019,PG,97,['US'],7.6
2167,tm355783,Eli,2019,R,98,['US'],5.8
2168,tm449195,The Boy Who Harnessed the Wind,2019,,113,"['US', 'MW', 'GB']",7.6
2169,tm925486,Jiu Jitsu,2020,R,102,"['US', 'CY']",2.9
2170,tm934040,American Murder: The Family Next Door,2020,R,83,['US'],7.2
2171,tm469193,Atlantics,2019,PG-13,106,"['BE', 'FR', 'SN']",6.7
2172,tm420455,Rim of the World,2019,PG,99,['US'],5.2
2173,tm925584,The Vanished,2020,R,115,['US'],5.7
2174,tm914535,2 Hearts,2020,PG-13,100,['US'],6.2
2175,tm423140,Avengement,2019,,90,['GB'],6.5
2176,tm348403,A Shaun the Sheep Movie: Farmageddon,2019,G,87,"['GB', 'FR']",6.8
2177,tm878842,The Edge of All We Know,2020,,99,['US'],6.6
2178,tm453099,Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese,2019,,142,['US'],7.6
2179,tm446176,American Factory,2019,,110,['US'],7.4
2180,tm316311,Wasp Network,2020,R,128,"['BR', 'FR', 'ES', 'BE']",5.9
2181,tm375883,Klaus,2019,PG,96,['ES'],8.1
2182,tm974366,We Can Be Heroes,2020,PG,97,['US'],4.7
2183,tm443179,All the Bright Places,2020,,108,['US'],6.5
2184,tm498034,The Last Blockbuster,2020,,86,['US'],6.7
2185,tm446609,The Great Hack,2019,,114,['US'],7.1
2186,tm810547,Night in Paradise,2020,,131,['KR'],6.7
2187,tm919864,The Disciple,2020,,128,['IN'],7.1
2188,tm827508,The Boys in the Band,2020,R,121,['US'],6.8
2189,tm845415,Miss Americana,2020,R,85,['US'],7.4
2190,tm822246,The Forty-Year-Old Version,2020,R,123,['US'],7.2
2191,tm948128,Audrey,2020,PG,100,"['US', 'CH']",7.1
2192,tm828069,Calm with Horses,2020,,100,"['IE', 'GB']",6.8
2193,tm935309,Skylines,2020,R,113,"['FR', 'LT', 'GB']",4.7
2194,tm458467,Girl on the Third Floor,2019,,93,['US'],4.7
2195,tm426638,Vita & Virginia,2019,,110,"['GB', 'IE']",5.7
2196,tm852996,Captain Underpants: Epic Choice-o-rama,2020,,37,['US'],6.4
2197,tm464557,The Perfect Date,2019,PG-13,93,['US'],5.8
2198,tm554944,Love Wedding Repeat,2020,,100,"['GB', 'IT']",5.5
2199,tm845437,Disclosure,2020,,107,['US'],8.2
2200,tm463385,Framing John DeLorean,2019,,109,['US'],6.5
2201,tm856375,The Decline,2020,R,83,['CA'],6.0
2202,tm822907,Patsy & Loretta,2019,,88,['US'],6.8
2203,tm952590,What Lies Below,2020,,87,['US'],4.3
2204,tm918706,The Sleepover,2020,,103,['US'],5.6
2205,tm910040,Milkwater,2020,,102,['US'],
2206,tm831061,Magamuni,2019,PG-13,157,['IN'],7.8
2207,tm827216,Bill Burr: Paper Tiger,2019,,67,"['GB', 'US']",8.1
2208,tm497383,Sergio,2020,R,118,"['JO', 'TH', 'US', 'AL']",6.2
2209,tm475252,The Lift Boy,2019,,107,['IN'],7.1
2210,tm887450,Made You Look: A True Story About Fake Art,2020,,96,['CA'],7.0
2211,tm898474,The Swarm,2020,,101,['FR'],5.3
2212,tm852097,A Whisker Away,2020,,104,['JP'],6.7
2213,tm471878,Fatima,2020,PG-13,113,"['PT', 'US']",6.5
2214,tm827142,Dave Chappelle: Sticks & Stones,2019,R,65,['US'],8.4
2215,tm828317,Tell Me Who I Am,2019,,85,['GB'],7.6
2216,tm918734,Concrete Cowboy,2020,R,111,"['US', 'GB']",6.3
2217,tm818502,"Live Twice, Love Once",2019,,101,['ES'],7.2
2218,tm926004,The Boss Baby: Get That Baby!,2020,,24,['US'],
2219,tm490222,Uncorked,2020,,104,['US'],6.4
2220,tm467579,The Last Summer,2019,,109,['US'],
2221,tm452826,Poms,2019,PG-13,91,"['GB', 'US']",6.0
2222,tm928541,Barbie: Princess Adventure,2020,G,71,['US'],5.5
2223,tm858954,Nobody Sleeps in the Woods Tonight,2020,,102,['PL'],4.9
2224,tm845549,The Reason I Jump,2020,,82,"['US', 'GB']",7.5
2225,tm432022,Violet Evergarden: The Movie,2020,PG,140,['JP'],8.3
2226,tm475783,Jo Koy: Comin’ In Hot,2019,,60,['US'],7.3
2227,tm452851,The Operative,2019,,120,"['IL', 'US', 'FR', 'DE']",5.7
2228,tm465724,See You Yesterday,2019,,86,['US'],5.2
2229,tm849005,The Willoughbys,2020,PG,92,['CA'],6.3
2230,tm451512,Close,2019,R,95,"['US', 'GB']",5.7
2231,tm369389,The Silence of Others,2019,,95,"['US', 'CA', 'FR', 'ES']",8.0
2232,tm933375,Cuties,2020,NC-17,96,['FR'],3.4
2233,tm471922,An Easy Girl,2019,,92,['FR'],5.6
2234,tm465231,Nate Bargatze: The Tennessee Kid,2019,,60,['US'],7.6
2235,tm922788,The Babysitter: Killer Queen,2020,R,101,['US'],5.8
2236,tm827501,Tall Girl,2019,PG,101,['US'],5.2
2237,tm936236,Cadaver,2020,,86,"['FI', 'NO']",5.1
2238,tm120072,Let It Snow,2019,PG-13,93,['US'],5.8
2239,tm936396,Holidate,2020,,104,['US'],6.1
2240,tm676311,Sightless,2020,,89,['US'],5.5
2241,tm464351,The Last Thing He Wanted,2020,R,116,"['GB', 'US']",4.3
2242,tm493175,ZZ Top: That Little Ol' Band from Texas,2019,,91,['GB'],7.5
2243,tm283581,Super Deluxe,2019,NC-17,176,['IN'],8.4
2244,tm447439,System Crasher,2019,,118,['DE'],7.8
2245,tm885775,Unbreakable Kimmy Schmidt: Kimmy vs. the Reverend,2020,PG-13,80,['US'],6.9
2246,tm835486,Jenny Slate: Stage Fright,2019,,66,['US'],5.8
2247,tm511940,Lying and Stealing,2019,R,100,['US'],5.4
2248,tm837756,I'm No Longer Here,2019,,112,"['MX', 'US']",7.3
2249,tm460829,Children of the Sea,2019,,110,['JP'],6.5
2250,tm853396,Dragonheart: Vengeance,2020,PG-13,96,['US'],
2251,tm877456,9to5: The Story of A Movement,2020,,89,['US'],7.4
2252,tm459512,To All the Boys: P.S. I Still Love You,2020,PG-13,102,['US'],6.0
2253,tm847998,Hubie Halloween,2020,PG-13,103,['US'],5.2
2254,tm931686,Vampires vs. the Bronx,2020,PG-13,86,['US'],5.6
2255,tm461366,The Coldest Game,2019,,104,['PL'],6.2
2256,tm467299,Anthony Jeselnik: Fire in the Maternity Ward,2019,,64,['US'],7.2
2257,tm855600,The Stand In,2020,R,97,['US'],4.7
2258,tm503508,Earthquake Bird,2019,R,107,"['GB', 'JP']",5.9
2259,tm824165,Falling Inn Love,2019,,98,['US'],5.6
2260,tm425698,The Wedding Guest,2019,R,96,"['IN', 'GB']",5.8
2261,tm446625,Miles Davis: Birth of the Cool,2019,,116,['US'],7.4
2262,tm918701,Don't Listen,2020,,98,['ES'],
2263,tm850723,Altered Carbon: Resleeved,2020,,75,['JP'],6.5
2264,tm855483,Have a Good Trip: Adventures in Psychedelics,2020,,85,['US'],6.8
2265,tm475836,The Lonely Island Presents: The Unauthorized Bash Brothers Experience,2019,,30,['US'],
2266,tm524282,Invader ZIM: Enter the Florpus,2019,,71,['US'],7.4
2267,tm857051,Forensic,2020,PG-13,134,['IN'],6.8
2268,tm451548,The Fable,2019,,123,['JP'],6.5
2269,tm469008,How High 2,2019,,89,['US'],3.0
2270,tm816038,Violet Evergarden: Eternity and the Auto Memories Doll,2019,,90,['JP'],7.4
2271,tm812916,The Stronghold,2020,,105,['FR'],6.9
2272,tm845535,Coded Bias,2020,,86,"['US', 'CN', 'GB']",6.7
2273,tm447159,The Kindness of Strangers,2019,,114,"['US', 'FR', 'SE', 'GB', 'DE', 'DK', 'CA']",6.4
2274,tm938793,I Am Woman,2020,,116,['AU'],6.5
2275,tm897732,Bigfoot Family,2020,G,97,"['BE', 'FR']",5.8
2276,tm924991,Death of Me,2020,R,95,"['US', 'TH']",4.4
2277,tm893799,Lost Bullet,2020,,92,"['BE', 'FR']",6.3
2278,tm430171,Screwball,2019,,105,['US'],7.1
2279,tm848996,Tigertail,2020,PG,91,['US'],6.6
2280,tm846964,A Fall from Grace,2020,,120,['US'],5.8
2281,tm902330,Ghosts of War,2020,R,94,['GB'],5.5
2282,tm450478,Under the Eiffel Tower,2019,,87,['US'],5.4
2283,tm826563,A Cinderella Story: Christmas Wish,2019,PG,93,['US'],5.3
2284,tm500565,Friendsgiving,2020,R,95,['US'],4.4
2285,tm887369,Jerry Seinfeld: 23 Hours to Kill,2020,,60,['US'],6.7
2286,tm844642,Michelle Wolf: Joke Show,2019,,59,['US'],7.2
2287,tm981451,Death to 2020,2020,,71,"['GB', 'US']",6.8
2288,tm822832,Lingua Franca,2020,,95,"['PH', 'US']",6.5
2289,tm680024,Surviving R. Kelly: The Impact,2019,,120,['US'],6.1
2290,tm678851,Article 15,2019,,130,['IN'],8.2
2291,tm935895,The Life Ahead,2020,PG-13,94,"['IT', 'US']",6.8
2292,tm855535,The Hater,2020,,135,['PL'],
2293,tm893816,Desperados,2020,,105,['US'],5.2
2294,tm860965,Dave Chappelle: The Kennedy Center Mark Twain Prize,2020,,86,['US'],7.4
2295,tm371882,Ne Zha,2019,PG-13,110,['CN'],
2296,tm890674,Becoming,2020,PG,89,['US'],6.8
2297,tm447520,Sebastian Maniscalco: Stay Hungry,2019,,65,['US'],7.0
2298,tm977997,Captain Underpants: Mega Blissmas,2020,G,46,['US'],5.2
2299,tm812998,Miracle in Cell No. 7,2019,,132,['TR'],8.2
2300,tm857430,The Occupant,2020,R,103,['ES'],6.4
2301,tm452573,Gabriel Iglesias: One Show Fits All,2019,,90,['US'],7.2
2302,tm834664,Nikki Glaser: Bangin',2019,,63,['US'],6.1
2303,tm493511,The Sky Is Pink,2019,,143,['IN'],7.5
2304,tm883441,Money Heist: The Phenomenon,2020,,57,['ES'],7.4
2305,tm847430,Words Bubble Up Like Soda Pop,2020,,87,['JP'],
2306,tm922532,Freaks – You're One of Us,2020,NC-17,93,['DE'],5.4
2307,tm885860,Hannah Gadsby: Douglas,2020,,72,['AU'],
2308,tm453850,Time to Hunt,2020,,135,['KR'],6.3
2309,tm472195,Almost Love,2019,,94,['US'],5.7
2310,tm455059,We Die Young,2019,R,93,"['BG', 'US']",5.2
2311,tm893680,Jo Koy: In His Elements,2020,,55,['US'],5.4
2312,tm888080,The Last Days of American Crime,2020,,149,['US'],3.7
2313,tm854669,Taylor Tomlinson: Quarter-Life Crisis,2020,,61,['US'],7.4
2314,tm917036,The Speed Cubers,2020,,41,['US'],
2315,tm458127,Human Nature,2019,,107,['US'],7.7
2316,tm454375,Benchwarmers 2: Breaking Balls,2019,PG-13,90,['US'],4.1
2317,tm838687,Holiday in the Wild,2019,,85,['US'],6.1
2318,tm848995,Jingle Jangle: A Christmas Journey,2020,PG,122,['US'],6.4
2319,tm470560,Circus of Books,2019,,92,['US'],7.1
2320,tm883189,Dangerous Lies,2020,,96,['US'],5.3
2321,tm1127695,The Endless Trench,2019,,148,"['ES', 'FR']",7.2
2322,tm469400,Brené Brown: The Call to Courage,2019,,76,['US'],7.7
2323,tm670553,Your Name Engraved Herein,2020,,118,['TW'],7.2
2324,tm942240,Dance of the Forty One,2020,,99,"['BR', 'MX']",6.8
2325,tm839411,Me Against You: Mr. S's Vendetta,2020,,64,['IT'],1.6
2326,tm823355,Inside Man: Most Wanted,2019,R,106,['US'],5.6
2327,tm857187,Tom Segura: Ball Hog,2020,,70,['US'],7.3
2328,tm814671,Secret Obsession,2019,,97,['US'],4.4
2329,tm472411,Iron Fists and Kung Fu Kicks,2019,,108,['AU'],6.6
2330,tm826368,American Son,2019,,90,['US'],5.8
