,id,title,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_score,imdb_votes,crew
1650,ts262246,The Last Bus,2022,TV-PG,35,"['scifi', 'comedy', 'drama', 'family', 'fantasy']",['GB'],1.0,5.0,590.0,"['Laura Crowhurst 2282328 ACTOR', 'Daniel Frogson 2316963 ACTOR', 'Carys John 2316802 ACTOR', 'Amber-Rose Perry 2316919 ACTOR', 'Phoebe De Silva 2316962 ACTOR', 'Marlie Morrelle 2316925 ACTOR', 'Curtis Kantsa 2316860 ACTOR', 'Lauryn Ajufo 1297379 ACTOR', 'Nathanael Saleh 1014637 ACTOR', 'Robert Sheehan 15528 ACTOR', 'Tom Basden 116331 ACTOR', 'Moosa Mostafa 2061428 ACTOR']"
1651,ts313668,Tear Along the Dotted Line,2021,TV-14,19,"['drama', 'comedy', 'animation']",['IT'],1.0,8.7,8053.0,"['Zerocalcare 946947 ACTOR', 'Valerio Mastandrea 48015 ACTOR']"
1652,ts104499,Trese,2021,TV-MA,29,"['horror', 'scifi', 'thriller', 'action', 'crime', 'fantasy', 'animation']",['PH'],1.0,7.0,3803.0,"['Shay Mitchell 85032 ACTOR', 'Griffin Puatu 1472338 ACTOR', 'Carlos Alazraqui 6653 ACTOR', 'Matthew Yang King 90815 ACTOR', 'Jon Jon Briones 329912 ACTOR', 'Steve Blum 424477 ACTOR', 'Eric Bauza 3525 ACTOR']"
1653,ts321966,WWII in Color: Road to Victory,2021,,51,"['documentation', 'war', 'history']",['GB'],1.0,8.2,1684.0,
1654,ts315611,Animal,2021,TV-PG,46,['documentation'],"['US', 'BR']",2.0,7.9,1181.0,"['Bryan Cranston 7063 ACTOR', 'Rashida Jones 21715 ACTOR', 'Pedro Pascal 32436 ACTOR', 'Rebel Wilson 3892 ACTOR']"
1655,ts297483,Hometown Cha-Cha-Cha,2021,TV-14,78,"['comedy', 'romance', 'drama']",['KR'],1.0,8.4,11060.0,"['Shin Min-a 72774 ACTOR', 'Kim Seon-ho 734717 ACTOR', 'Lee Sang-yi 734871 ACTOR', 'Gong Min-jeung 1092214 ACTOR', 'Kim Young-ok 110400 ACTOR', 'Jo Han-chul 96440 ACTOR', 'In Gyo-jin 103128 ACTOR', 'Lee Bong-ryeon 993806 ACTOR', 'Cha Chung-hwa 1332939 ACTOR', 'Kang Hyung-suk 2054866 ACTOR', 'Lee Suk-hyeong 1327575 ACTOR', 'Lee Yong-yi 380191 ACTOR', 'Shin Shin-ae 1354664 ACTOR', 'Yoo Je-won 1066887 DIRECTOR']"
1656,ts269676,History of Swear Words,2021,TV-MA,21,"['documentation', 'comedy']",['US'],1.0,6.4,4877.0,['Nicolas Cage 6747 ACTOR']
1657,ts304058,Ganglands,2021,TV-MA,46,"['action', 'crime', 'drama', 'thriller']",['FR'],1.0,7.0,2553.0,"['Sami Bouajila 56276 ACTOR', 'Tracy Gotoas 1637366 ACTOR', 'Sofia Lesaffre 71709 ACTOR', 'Nabiha Akkari 211769 ACTOR', 'Salim Kechiouche 30097 ACTOR', 'Geert Van Rampelberg 24098 ACTOR', 'Samuel Jouy 191744 ACTOR', 'Frank Onana 1457524 ACTOR', 'Edson Pedro 2013354 ACTOR', 'Carlos Schram 1006380 ACTOR']"
1658,ts273100,DOTA: Dragon's Blood,2021,TV-MA,26,"['scifi', 'action', 'animation', 'fantasy', 'thriller']",['US'],3.0,7.8,17848.0,"['Lara Pulver 14524 ACTOR', 'Tony Todd 18055 ACTOR', 'Yuri Lowenthal 19066 ACTOR', 'Troy Baker 18052 ACTOR']"
1659,ts222864,Falling Into Your Smile,2021,TV-14,44,"['drama', 'comedy', 'romance']",['CN'],1.0,8.4,2267.0,"['Xu Kai 932151 ACTOR', 'Cheng Xiao 853148 ACTOR', 'Zhai Xiaowen 1958378 ACTOR', 'Zeawo 1949646 ACTOR', 'Yiran Zhou 1890126 ACTOR', 'Rachel Wang 1415106 ACTOR', 'Qiu Zhongwei 1248604 DIRECTOR']"
1660,ts265991,The Cook of Castamar,2021,TV-MA,55,['drama'],['ES'],1.0,7.4,3807.0,"['Michelle Jenner 26754 ACTOR', 'Roberto Enríquez 66569 ACTOR', 'Hugo Silva 43711 ACTOR', 'Maxi Iglesias 98293 ACTOR', 'María Hervás 105632 ACTOR', 'Agnès Llobet 874203 ACTOR', 'Paula Usero 794706 ACTOR', 'Jean Cruz 1529505 ACTOR', 'Òscar Rabadán 306053 ACTOR', 'Fiorella Faltoyano 213606 ACTOR', 'Silvia Abascal 190850 ACTOR', 'Mónica López 59403 ACTOR', 'Nancho Novo 134513 ACTOR']"
1661,ts256311,High-Rise Invasion,2021,TV-MA,26,"['thriller', 'action', 'animation', 'horror', 'scifi']",['JP'],1.0,6.6,2575.0,"['Haruka Shiraishi 183733 ACTOR', 'Shiki Aoki 1207889 ACTOR', 'Akira Sekine 872288 ACTOR', 'Junya Enoki 291729 ACTOR', 'Yuuichirou Umehara 97304 ACTOR', 'Koji Yusa 378 ACTOR', 'Chika Anzai 103559 ACTOR', 'Shizuka Itoh 39335 ACTOR', 'Jun Fukuyama 395 ACTOR', 'Yoko Hikasa 3590 ACTOR', 'Megumi Ogata 340 ACTOR']"
1662,ts331680,Making Fun,2022,TV-PG,41,['reality'],['US'],1.0,7.1,602.0,"['Paul Jackman 2290375 ACTOR', 'Derek Forestier 2290341 ACTOR', 'John Graziano 2290448 ACTOR', 'Jimmy DiResta 2254007 ACTOR', 'Patrick Laperrière 2348969 ACTOR']"
1663,ts244930,Angry Birds: Summer Madness,2022,TV-Y7,14,"['action', 'comedy', 'family', 'fantasy', 'animation']",['US'],2.0,5.8,620.0,"['Adam Kirschner 1854668 ACTOR', 'Ana Sani 903460 ACTOR', 'Deven Mack 675613 ACTOR', 'Gigi Saúl Guerrero 182985 ACTOR', 'Ian Hanlin 24444 ACTOR', 'Ty Olsson 5273 ACTOR', 'Peter Kelamis 596362 ACTOR', 'Tabitha St. Germain 12376 ACTOR']"
1664,ts305264,School of Chocolate,2021,TV-PG,40,['reality'],['US'],1.0,7.6,1721.0,['Amaury Guichon 2116465 ACTOR']
1665,ts312984,Our Blues,2022,TV-MA,66,['drama'],['KR'],1.0,8.5,1150.0,"['Lee Byung-hun 1806 ACTOR', 'Shin Min-a 72774 ACTOR', 'Cha Seung-won 61568 ACTOR', 'Lee Jung-eun 236778 ACTOR', 'Uhm Jung-hwa 101545 ACTOR', 'Kim Woo-bin 103568 ACTOR', 'Han Ji-min 106563 ACTOR', 'Bae Hyeon-seong 1175596 ACTOR', 'Choi Young-jun 1473426 ACTOR', 'Yang Hee-kyung 103675 ACTOR', 'Kim Kwang-kyu 99056 ACTOR', 'Roh Yoon-seo 2044307 ACTOR', 'Jeong Eun-hye 2393132 ACTOR', 'Kim Hye-ja 104696 ACTOR', 'Goh Doo-shim 6188 ACTOR', 'Park Ji-hwan 238165 ACTOR', 'Kim Kyu-tae 187926 DIRECTOR']"
1666,ts352579,As the Crow Flies,2022,TV-MA,46,"['drama', 'comedy']",['TR'],1.0,6.3,3039.0,"['Zeynep Parla 2403744 ACTOR', 'Berkay Akdemir 2403745 ACTOR', 'Tuana Gizem Uzunlar 2403746 ACTOR', 'Elif Kurtuaran 2403747 ACTOR', 'Muhammed Derbazlar 2403743 ACTOR', 'Asena Hotamis 2403748 ACTOR', 'Ertan Ekmekçi 2373061 ACTOR', 'Merve Nil Güder 1995467 ACTOR', 'Yasemin Eti 1349767 ACTOR', 'Suğdem Gözalır 922133 ACTOR', 'Muhammet Uzuner 205395 ACTOR', 'Zafer Ergin 236659 ACTOR', 'Birce Akalay 244125 ACTOR', 'İbrahim Çelikkol 253136 ACTOR', 'Miray Daner 801784 ACTOR', 'İrem Sak 235374 ACTOR', 'Defne Kayalar 763031 ACTOR', 'Burak Yamanturk 683692 ACTOR', 'Deniz Yorulmazer 253158 DIRECTOR']"
1667,ts311791,The Raincoat Killer: Chasing a Predator in Korea,2021,TV-MA,48,"['documentation', 'crime', 'history']",['KR'],1.0,6.4,2172.0,['Rob Sixsmith 1043502 DIRECTOR']
1668,ts304053,Countdown: Inspiration4 Mission to Space,2021,TV-14,50,['documentation'],['US'],1.0,7.9,1857.0,"['Sian Proctor 2013100 ACTOR', 'Hayley Arceneaux 2013254 ACTOR', 'Jared Isaacman 2013189 ACTOR', 'Christopher Sembroski 2013317 ACTOR']"
1669,ts271025,Bling Empire,2021,TV-MA,37,['reality'],['US'],2.0,5.8,3052.0,"['Christine Chiu 1746385 ACTOR', 'Kane Lim 1746386 ACTOR', 'Kelly Mi Li 1509832 ACTOR', 'Kevin Kreider 277691 ACTOR', 'Paris Dylan 185147 DIRECTOR']"
1670,ts329885,Standing Up,2022,TV-MA,47,"['comedy', 'drama']",['FR'],1.0,7.4,939.0,"['Jean Siuen 2253734 ACTOR', 'Mariama Gueye 627758 ACTOR', 'Younès Boucif 2103373 ACTOR', 'Elsa Guedj 845315 ACTOR', 'Pascale Arbillot 36365 ACTOR']"
1671,ts306203,Monsters Inside: The 24 Faces of Billy Milligan,2021,TV-MA,61,"['documentation', 'crime']",[],1.0,6.2,3397.0,"['Kathy Preston 2073704 ACTOR', 'Jim Morrison 2073754 ACTOR', 'George Harding 2073586 ACTOR', 'Jim Murray 2073692 ACTOR', 'Sheila Porter 2073800 ACTOR', 'Sharon Lansing 2281648 ACTOR', 'Pam Flynn 2281659 ACTOR', 'Terry Sherman 2281738 ACTOR', 'Lewis Williams 2281611 ACTOR', ""Ron O'Brien 2281609 ACTOR"", 'Jamie Schmerbeck 2281531 ACTOR', 'Bob Baumgardt 2281940 ACTOR', 'Dorothy Moore 2281939 ACTOR', 'Dr. Ronald Litvak 2281972 ACTOR', 'Dr. Marlene Kocan 2281875 ACTOR', 'Dr. Allen J. Frances 2282014 ACTOR', 'Olivier Megaton 5892 DIRECTOR']"
1672,ts240807,Power Rangers Dino Fury,2021,TV-Y7,21,"['thriller', 'action', 'comedy', 'drama', 'fantasy', 'scifi']",[],2.0,6.7,515.0,['Torum Heng 1429960 ACTOR']
1673,ts291718,Pretty Smart,2021,TV-14,24,"['comedy', 'drama', 'romance']",['US'],1.0,5.8,4451.0,"['Emily Osment 29785 ACTOR', 'Olivia Macklin 663603 ACTOR', 'Gregg Sulkin 63881 ACTOR', 'Michael Rosen 233353 ACTOR', 'Cinthya Carmona 37375 ACTOR']"
1674,ts271321,Beyond Evil,2021,TV-MA,66,"['crime', 'thriller', 'drama']",['KR'],1.0,8.1,3010.0,"['Shin Ha-kyun 46498 ACTOR', 'Yeo Jin-goo 105241 ACTOR', 'Choi Dae-hoon 265335 ACTOR', 'Choi Sung-eun 1281746 ACTOR', 'Kim Shin-rok 1860062 ACTOR', 'Cheon Ho-jin 11822 ACTOR', 'Park Ji-hoon 1859447 ACTOR', 'Choi Jin-ho 191109 ACTOR', 'Kil Hae-yeon 197071 ACTOR', 'Heo Sung-tae 784991 ACTOR', 'Nam Yoon-su 998362 ACTOR', 'Lee Kyu-hoe 2078744 ACTOR', 'Kang Min-ah 847028 ACTOR', 'Lee Do-hyun 1142785 ACTOR', 'Kang Yoo-seok 1958668 ACTOR', 'Sim Na-yeon 1153271 DIRECTOR']"
1675,ts319412,Forecasting Love and Weather,2022,TV-14,66,"['drama', 'romance']",['KR'],1.0,7.1,1617.0,"['Park Min-young 96433 ACTOR', 'Song Kang 749440 ACTOR', 'Yoon Park 199734 ACTOR', 'Yura 96021 ACTOR', 'Jung Woon-Sun 2307067 ACTOR', 'Yoon Sa-Bong 2307030 ACTOR', 'Kim Mi-kyeong 129153 ACTOR', 'Bae Myung-jin 1090132 ACTOR', 'Chae Seo-eun 1753343 ACTOR', 'Jang So-yeon 99601 ACTOR', 'Moon Tae-yu 2003894 ACTOR', 'Kwon Hae-hyo 54512 ACTOR', 'Lee Sung-wook 731330 ACTOR', 'Cha Young-hoon 1202297 DIRECTOR']"
1676,ts287294,"Money, Explained",2021,TV-14,23,['documentation'],['US'],1.0,6.9,2223.0,
1677,ts311915,Rebelde,2022,TV-MA,40,"['drama', 'romance', 'family', 'comedy', 'music']",['MX'],2.0,6.2,2492.0,
1678,ts307925,On the Verge,2021,TV-MA,32,"['comedy', 'drama']",['FR'],1.0,6.4,2961.0,"['Julie Delpy 1862 ACTOR', 'Sarah Jones 439937 ACTOR', 'Elisabeth Shue 8311 ACTOR', 'Alexia Landeau 53752 ACTOR']"
1679,ts272463,Colin in Black & White,2021,TV-14,32,"['drama', 'sport']",['US'],1.0,5.5,7282.0,"['Colin Kaepernick 1788675 ACTOR', 'Jaden Michael 229406 ACTOR', 'Mary-Louise Parker 11528 ACTOR', 'Nick Offerman 5150 ACTOR']"
1680,ts313781,The Club,2021,TV-14,47,"['drama', 'comedy']",['TR'],2.0,7.9,7810.0,"['Gökçe Bahadır 337140 ACTOR', 'Barış Arduç 97737 ACTOR', 'Fırat Tanış 250878 ACTOR', 'Asude Kalebek 2124843 ACTOR', 'Salih Bademci 229467 ACTOR', 'Metin Akdülger 234826 ACTOR', 'Merve Şeyma Zengin 1207203 ACTOR', 'İştar Gökseven 183162 ACTOR', 'Doğanay Ünal 1491954 ACTOR']"
1681,ts246073,Tribes of Europa,2021,TV-MA,47,"['scifi', 'drama', 'action', 'fantasy']",['DE'],1.0,6.7,12043.0,"['Emilio Sakraya 73071 ACTOR', 'Henriette Confurius 71704 ACTOR', 'David Ali Rashed 1479230 ACTOR', 'Oliver Masucci 589251 ACTOR', 'Melika Foroutan 590832 ACTOR', 'James Faulkner 21660 ACTOR', 'Hoji Fortuna 260387 ACTOR', 'Philip Koch 30395 DIRECTOR', 'Florian Baxmeyer 140611 DIRECTOR']"
1682,ts321614,Blippi Wonders,2021,TV-Y,7,['animation'],['US'],1.0,5.1,21.0,['Stevin John 2078971 ACTOR']
1683,ts250092,Shaman King,2021,TV-PG,25,"['comedy', 'fantasy', 'animation', 'action', 'scifi']",['JP'],1.0,6.9,1728.0,"['Yoko Hikasa 3590 ACTOR', 'Katsuyuki Konishi 382 ACTOR', 'Minami Takayama 35988 ACTOR', 'Megumi Hayashibara 28166 ACTOR', 'Inuko Inuyama 1043326 ACTOR', 'Romi Park 388 ACTOR', 'Kousuke Takaguchi 863422 ACTOR', 'Masahiko Tanaka 36376 ACTOR', 'Wataru Takagi 123493 ACTOR', 'Yuji Ueda 28163 ACTOR', 'Megumi Nakajima 990389 ACTOR', 'Michiko Neya 39333 ACTOR', 'Toru Sakurai 235441 ACTOR', 'Nana Mizuki 389 ACTOR', 'Takumu Miyazono 1535616 ACTOR', 'Noriaki Kanze 1693463 ACTOR', 'Takehito Koyasu 84497 ACTOR', 'Rina Hidaka 57865 ACTOR', 'Masakazu Morita 88330 ACTOR', 'Motoko Kumai 11396 ACTOR', 'Yoko Soumi 123855 ACTOR', 'Yui Horie 5173 ACTOR', 'Yuichi Nakamura 85543 ACTOR', 'Hikaru Midorikawa 14002 ACTOR', 'Eiji Hanawa 104093 ACTOR']"
1684,ts303513,42 Days of Darkness,2022,TV-MA,46,"['drama', 'thriller', 'crime']",['CL'],1.0,6.5,1040.0,"['Claudia di Girólamo 479420 ACTOR', 'Pablo Macaya 418055 ACTOR', 'Daniel Alcaíno 286526 ACTOR', 'Aline Küppenheim 71 ACTOR', 'Amparo Noguera 162355 ACTOR', 'Monserrat Lira 2372022 ACTOR', 'Julia Lübbert 247339 ACTOR', 'Néstor Cantillana 65 ACTOR', 'Claudio Arredondo 212051 ACTOR', 'Daniela Pino 1500102 ACTOR', 'Gloria Münchmeyer 270182 ACTOR']"
1685,ts344043,Welcome to Wedding Hell,2022,TV-14,37,"['drama', 'romance']",['KR'],1.0,6.9,89.0,"['Lee Jin-wook 162265 ACTOR', 'Lee Yeon-hee 101448 ACTOR', 'Kil Yong-woo 724134 ACTOR', 'Song Jin-woo 1419785 ACTOR', 'Hwang Seung-eon 98239 ACTOR', 'Im Ha-ryong 209012 ACTOR', 'Yoon Yoo-sun 91525 ACTOR', 'Kim Ju-yeon 1922536 ACTOR', 'Kim Mi Kyung 2138386 ACTOR', 'Seo Joo-wan 1089897 DIRECTOR']"
1686,ts317078,The Journalist,2022,TV-14,51,"['crime', 'drama', 'thriller']",['JP'],1.0,7.0,608.0,"['Ryoko Yonekura 134254 ACTOR', 'Go Ayano 53334 ACTOR', 'Ryusei Yokohama 158430 ACTOR', 'Shinobu Terajima 119040 ACTOR', 'Hidetaka Yoshioka 127118 ACTOR', 'Masato Hagiwara 112896 ACTOR', 'Yusuke Santamaria 190808 ACTOR', 'Tetsuji Tanaka 120522 ACTOR', 'Koji Ohkura 159608 ACTOR', 'Tokio Emoto 54262 ACTOR', 'Kaho Tsuchimura 307243 ACTOR', 'Karin Ono 264852 ACTOR', 'Shirô Sano 135030 ACTOR', 'Michihito Fujii 254741 DIRECTOR']"
1687,ts315041,Bulgasal: Immortal Souls,2021,TV-MA,71,"['scifi', 'action', 'drama', 'fantasy', 'thriller']",['KR'],1.0,7.3,2063.0,"['Lee Jin-wook 162265 ACTOR', 'Kwon Na-ra 673401 ACTOR', 'Lee Joon 82682 ACTOR', 'Gong Seung-yeon 96016 ACTOR', 'Jung Jin-young 71075 ACTOR', 'Kim Woo-seok 1192834 ACTOR', 'Park Myung-shin 44206 ACTOR', 'Lee Young-lan 49283 ACTOR', 'Choi Jae-woong 45557 ACTOR', 'Cha Hee 2334349 ACTOR', 'Jang Young Woo 1717996 DIRECTOR']"
1688,ts289620,House of Secrets: The Burari Deaths,2021,TV-MA,45,"['history', 'documentation', 'crime']",['IN'],1.0,7.4,9944.0,
1689,ts343492,Thermae Romae Novae,2022,TV-MA,29,"['comedy', 'animation', 'fantasy', 'history']",['JP'],1.0,7.0,749.0,"['Shuuichi Ikeda 97338 ACTOR', 'Takahiro Sakurai 138 ACTOR', 'Yoshimasa Hosoya 94526 ACTOR', 'Junya Enoki 291729 ACTOR', 'Sanae Kobayashi 96476 ACTOR', 'Asami Seto 96758 ACTOR', 'Kenjiro Tsuda 75908 ACTOR', 'Chikahiro Kobayashi 873885 ACTOR', 'Satoshi Hino 57653 ACTOR', 'Tsutomu Isobe 36374 ACTOR']"
1690,ts297846,An astrological guide for broken hearts,2021,TV-14,34,"['romance', 'comedy']",['IT'],2.0,7.1,3034.0,"['Lucrezia Bertini 2112075 ACTOR', 'Lorenzo Adorni 932500 ACTOR', 'Michele Rosiello 1051279 ACTOR', 'Alberto Paradossi 968303 ACTOR', 'Esther Elisha 286374 ACTOR', 'Fausto Maria Sciarappa 164915 ACTOR', 'Emanuela Grimalda 387073 ACTOR', 'Maria Amelia Monti 246127 ACTOR', 'Claudia Gusmano 2026930 ACTOR', 'Giancarlo Ratti 332894 ACTOR', 'Bebo Storti 271916 ACTOR']"
1691,ts220196,Centaurworld,2021,TV-Y7,29,"['scifi', 'action', 'animation', 'comedy', 'family', 'fantasy']",['US'],2.0,7.6,2045.0,"['Kimiko Glenn 109330 ACTOR', 'Jessie Mueller 170932 ACTOR', 'Megan Hilty 14138 ACTOR', 'Parvesh Cheena 96276 ACTOR', 'Josh Radnor 27581 ACTOR', 'Megan Nicole Dong 1965277 ACTOR', 'Chris Diamantopoulos 19691 ACTOR']"
1692,ts319333,Tiger King: The Doc Antle Story,2021,TV-MA,42,"['crime', 'documentation']",['US'],1.0,6.2,1564.0,
1693,ts272366,Amend: The Fight for America,2021,TV-MA,58,"['war', 'documentation', 'history']",['US'],1.0,7.8,1281.0,"['Will Smith 4696 ACTOR', 'Mahershala Ali 1768 ACTOR', 'Samira Wiley 47522 ACTOR', 'Courtney B. Vance 1805 ACTOR', 'Samuel L. Jackson 1852 ACTOR', 'Bambadjan Bamba 106867 ACTOR', 'Lena Waithe 24188 ACTOR', 'Sterling K. Brown 46343 ACTOR', 'Diane Guerrero 47443 ACTOR', 'Daveed Diggs 230506 ACTOR', 'Aja Naomi King 38625 ACTOR', 'Laverne Cox 83357 ACTOR', 'Bobby Cannavale 1082 ACTOR', 'Hannah Gadsby 92089 ACTOR', 'Helen Hunt 21300 ACTOR', 'Algee Smith 31542 ACTOR', 'Randall Park 6208 ACTOR', 'Marsai Martin 89952 ACTOR', 'Alia Shawkat 25308 ACTOR', 'Jae Suh Park 248969 ACTOR', 'Gabriel Luna 38496 ACTOR', 'Graham Greene 7910 ACTOR', 'Whitney Cummings 22692 ACTOR', 'Diane Lane 10618 ACTOR', 'Dermot Mulroney 10360 ACTOR', 'Pedro Pascal 32436 ACTOR', 'Willow Smith 24950 ACTOR', 'Larry Wilmore 48301 ACTOR', 'Utkarsh Ambudkar 9555 ACTOR', 'Rafael Casal 931151 ACTOR', 'Joseph Gordon-Levitt 3010 ACTOR', 'Joshua Jackson 922 ACTOR', 'Ki Hong Lee 2373 ACTOR', 'Tig Notaro 25510 ACTOR', 'Yara Shahidi 43832 ACTOR', 'Reinaldo Marcus Green 272856 DIRECTOR', 'Kenny Leon 56015 DIRECTOR']"
1694,ts268102,Juvenile Justice,2022,TV-MA,61,"['drama', 'crime']",['KR'],1.0,8.0,2633.0,"['Kim Hye-soo 60401 ACTOR', 'Kim Moo-yul 59083 ACTOR', 'Lee Sung-min 44195 ACTOR', 'Lee Jung-eun 236778 ACTOR', 'Lee Sang-hee 285579 ACTOR', 'Park Ji-yeon 930732 ACTOR', 'Shin Jae-hwi 1618836 ACTOR', 'Geum Gwang-san 1227374 ACTOR', 'Park Jong-hwan 160830 ACTOR', 'Kim Young-ah 1752455 ACTOR', 'Hong Jong-chan 722189 DIRECTOR']"
1695,ts220553,The Irregulars,2021,TV-14,53,"['crime', 'drama', 'fantasy', 'thriller', 'scifi']",['GB'],1.0,5.9,14927.0,"['Henry Lloyd-Hughes 24668 ACTOR', 'Royce Pierreson 176608 ACTOR', 'McKell David 61068 ACTOR', 'Thaddea Graham 1314578 ACTOR', 'Jojo Macari 811050 ACTOR', 'Harrison Osterfield 1141505 ACTOR', 'Darci Shaw 875564 ACTOR', 'Clarke Peters 4252 ACTOR', ""Eileen O'Higgins 78867 ACTOR""]"
1696,ts288195,Invisible City,2021,TV-MA,37,"['thriller', 'drama', 'crime', 'fantasy']",['BR'],2.0,7.7,18.0,"['Manuela Dieguez 1818265 ACTOR', 'Alessandra Negrini 56482 ACTOR', 'Wesley Guimarães 1236721 ACTOR', 'José Dumont 28098 ACTOR', 'Julia Konrad 892618 ACTOR', 'Jéssica Córes 249054 ACTOR', 'Marco Pigossi 153978 ACTOR', 'Júlia Pacheco Jordão 1061265 DIRECTOR', 'Luis Carone 1804098 DIRECTOR']"
1697,ts317297,The Orbital Children,2022,TV-14,32,"['scifi', 'animation', 'drama', 'fantasy']",['JP'],2.0,6.4,564.0,"['Natsumi Fujiwara 603022 ACTOR', 'Azumi Waki 305162 ACTOR', 'Kensho Ono 47019 ACTOR', 'Chinatsu Akasaki 35986 ACTOR', 'Yumiko Kobayashi 96383 ACTOR', 'Mariya Ise 380 ACTOR']"
1698,ts331439,My Little Pony: Make Your Mark,2022,TV-Y,45,"['comedy', 'scifi', 'music', 'animation', 'drama', 'family', 'fantasy']",['US'],1.0,6.0,136.0,"['Aj Bridel 2272704 ACTOR', 'J.J. Gerber 2272662 ACTOR', 'Maitreyi Ramakrishnan 1405297 ACTOR', 'Ana Sani 903460 ACTOR', 'Jenna Warren 676628 ACTOR']"
1699,ts317522,Dig Deeper: The Disappearance of Birgit Meier,2021,,60,"['crime', 'documentation']",['DE'],1.0,7.3,1881.0,['Frederic Heidorn 197756 ACTOR']
1700,ts29800,Surviving Death,2021,TV-MA,54,"['documentation', 'reality']",['US'],1.0,6.1,2028.0,"['Ansuman Bhagat 1687307 ACTOR', 'Sourav Kumar 1742721 ACTOR']"
1701,ts347762,Baby Fever,2022,TV-MA,32,"['drama', 'comedy', 'romance']",['DK'],1.0,6.2,532.0,"['Josephine Park 256460 ACTOR', 'Olivia Joof Lewerissa 1205810 ACTOR', 'Simon Sears 171694 ACTOR', 'Charlotte Munck 42387 ACTOR', 'Mikael Birkkjær 93536 ACTOR', 'Emil Prenter 1473213 ACTOR']"
1702,ts296563,Who Rules The World,2022,TV-PG,42,"['drama', 'fantasy', 'romance']",['CN'],1.0,8.3,530.0,"['Yang Yang 126992 ACTOR', 'Zhao Lusi 898052 ACTOR', 'Xuan Lu 1130646 ACTOR', 'Lai Yi 835611 ACTOR', 'Liu Ruilin 709739 ACTOR', 'Zhang Feng Yi 33418 ACTOR', 'An Yuexi 767077 ACTOR', 'Carman Lee 260296 ACTOR', 'He Kailang 1780225 ACTOR', 'Lin Xuepiao 2092088 ACTOR', 'Jie Bing 1849749 ACTOR']"
1703,ts320502,Getting Curious with Jonathan Van Ness,2022,TV-MA,26,"['comedy', 'reality']",['US'],1.0,6.8,741.0,['Jonathan van Ness 629401 ACTOR']
1704,ts286317,The Sons of Sam: A Descent Into Darkness,2021,TV-MA,60,"['crime', 'documentation', 'history']",['US'],1.0,7.0,8500.0,"['Maury Terry 2354318 ACTOR', 'Paul Giamatti 2640 ACTOR', 'David Berkowitz 1297400 ACTOR']"
1705,ts301999,Open Your Eyes,2021,TV-MA,47,"['thriller', 'drama', 'scifi']",['PL'],1.0,6.5,1464.0,"['Maria Wawreniuk 2000292 ACTOR', 'Ignacy Liss 1750297 ACTOR', 'Marcin Czarnik 56847 ACTOR', 'Wojciech Dolatowski 2002770 ACTOR', 'Zuzanna Galewicz 2002472 ACTOR', 'Sara Celler-Jezierska 1347644 ACTOR', 'Marta Nieradkiewicz 240572 ACTOR', 'Magdalena Kumorek 427549 ACTOR', 'Karol Bernacki 1844791 ACTOR']"
1706,ts271593,Spycraft,2021,TV-MA,34,['documentation'],['US'],1.0,6.7,2044.0,"['Dylan Berry 2416545 ACTOR', 'Maria Berry 2381499 DIRECTOR', 'Jan Spindler 2369441 DIRECTOR', 'Marek Bures 2369696 DIRECTOR']"
1707,ts327074,Bullsh*t the Game Show,2022,TV-14,0,['reality'],['US'],1.0,6.1,750.0,['Howie Mandel 18046 ACTOR']
1708,ts268835,Sisyphus,2021,,71,"['drama', 'thriller', 'action', 'scifi', 'fantasy']",['KR'],1.0,7.0,3815.0,"['Cho Seung-woo 45555 ACTOR', 'Park Shin-hye 61460 ACTOR', 'Chae Jong-hyeop 1752184 ACTOR', 'Sung Dong-il 103760 ACTOR', 'Tae In-ho 135621 ACTOR', 'Tae Won-seok 954697 ACTOR', 'Jeon Kuk-hwan 71425 ACTOR', 'Heo Joon-seok 182815 ACTOR', 'Jung Hye-in 96436 ACTOR', 'Choi Jung-woo 102868 ACTOR', 'Go Yoon 724090 ACTOR', 'Kim Byung-chul 589593 ACTOR', 'Lee Yeon-su 398995 ACTOR', 'Lee Si-woo 259669 ACTOR', 'Lim Ji Sub 2327545 ACTOR', 'Kim Jong-tae 1959930 ACTOR', 'Ha Yul-ly 2192512 ACTOR', 'Jin Hyuk 182741 DIRECTOR', 'Kim Seung-ho 1959909 DIRECTOR']"
1709,ts305263,Baking Impossible,2021,TV-PG,49,['reality'],['US'],1.0,7.0,1114.0,['Justin Willman 270689 ACTOR']
1710,ts301914,Inspector Koo,2021,TV-14,69,"['comedy', 'drama', 'thriller', 'crime', 'action']",['KR'],1.0,6.9,619.0,"['Lee Young-ae 46496 ACTOR', 'Kim Hye-jun 743758 ACTOR', 'Kim Hae-sook 44200 ACTOR', 'Kwak Sun-young 928503 ACTOR', 'Baek Sung-chul 2080268 ACTOR', 'Cho Hyun-chul 718994 ACTOR', 'Lee Hong-nae 1390674 ACTOR', 'Lee Jung-heum 973379 DIRECTOR']"
