,Unnamed: 0,id,title,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_score
716,716,ts85968,Nicky Jam: El Ganador,2018,,44,"['drama', 'music']",['PR'],1.0,7.7
717,717,ts75620,Black,2017,TV-MA,78,"['scifi', 'drama', 'action', 'thriller', 'horror', 'crime', 'fantasy', 'romance']",['KR'],2.0,7.9
718,718,ts58175,She's Gotta Have It,2017,TV-MA,35,['comedy'],['US'],2.0,6.7
719,719,ts75002,Borderliner,2017,TV-MA,49,"['drama', 'documentation', 'crime', 'thriller', 'history', 'war']",['NO'],1.0,6.7
720,720,ts82770,Camarón Revolution,2018,TV-14,52,"['documentation', 'reality']",['ES'],1.0,
721,721,ts85170,Memories of the Alhambra,2018,TV-MA,65,"['scifi', 'drama', 'action', 'thriller', 'romance']",['KR'],1.0,7.8
722,722,ts81734,Chosen,2018,TV-14,71,['action'],['CN'],2.0,5.2
723,723,ts75981,The Royal House of Windsor,2017,TV-14,49,"['documentation', 'history', 'european']",['GB'],1.0,7.3
724,724,ts75477,The Confession Tapes,2017,TV-MA,45,"['documentation', 'crime']",['US'],2.0,7.5
725,725,ts83502,Ad Vitam,2018,TV-MA,52,"['scifi', 'crime', 'drama']",['FR'],1.0,6.4
726,726,ts57985,Free Rein,2017,TV-G,28,"['action', 'comedy', 'drama', 'family', 'documentation']",['US'],3.0,7.0
727,727,ts58297,The Indian Detective,2017,,43,"['crime', 'comedy', 'drama']",['CA'],1.0,6.5
728,728,ts80959,Sacred Games,2018,TV-MA,50,"['action', 'drama', 'crime', 'thriller']",['IN'],2.0,8.5
729,729,ts81821,The Queen of Flow,2018,TV-MA,45,"['drama', 'family', 'music']",['CO'],2.0,7.7
730,730,ts78291,Dogs of Berlin,2018,TV-MA,60,"['crime', 'drama', 'action', 'thriller']",['DE'],1.0,7.5
731,731,ts81414,Meteor Garden,2018,TV-14,45,"['drama', 'romance']",['CN'],1.0,7.9
732,732,ts76793,Shot in the Dark,2017,TV-MA,37,"['reality', 'documentation', 'thriller']",['US'],1.0,8.0
733,733,ts95569,Rainbow Rangers,2018,TV-Y,22,"['animation', 'family', 'fantasy']",['US'],2.0,4.4
734,734,ts78231,Unsolved: The Murders of Tupac and The Notorious B.I.G.,2018,TV-MA,45,['crime'],['US'],1.0,7.8
735,735,ts321277,Daniel Sloss: Live Shows,2018,TV-MA,60,['comedy'],['US'],1.0,8.5
736,736,ts83790,The Beauty Inside,2018,TV-14,59,"['comedy', 'drama', 'fantasy', 'romance']",['KR'],1.0,7.6
737,737,ts228255,Cry Babies Magic Tears,2018,TV-Y,4,"['family', 'animation']",['FR'],2.0,5.2
738,738,ts90869,Love Daily,2018,,18,"['drama', 'romance']",['US'],1.0,6.1
739,739,ts78590,The Mechanism,2018,TV-MA,46,"['drama', 'crime', 'thriller']",['BR'],2.0,8.0
740,740,ts236347,Thus Spoke Kishibe Rohan,2017,TV-MA,24,"['action', 'scifi', 'thriller', 'animation', 'drama', 'fantasy']",['JP'],1.0,7.5
741,741,ts78206,Welcome to Waikiki,2018,TV-MA,64,"['drama', 'comedy', 'reality']",['KR'],3.0,8.3
742,742,ts131579,Thieves of the Wood,2018,TV-MA,48,"['history', 'drama', 'action', 'thriller', 'comedy', 'documentation']",['BE'],1.0,6.8
743,743,ts83489,Blood Pact,2018,,60,"['drama', 'crime']",['BR'],1.0,6.7
744,744,ts75341,Final Fantasy XIV: Dad of Light,2017,TV-PG,30,['drama'],['JP'],1.0,7.2
745,745,ts57811,Fate/Apocrypha,2017,TV-14,24,"['scifi', 'action', 'animation', 'drama', 'fantasy']",['JP'],1.0,6.6
746,746,ts75286,Greenhouse Academy,2017,TV-PG,23,['drama'],['US'],4.0,6.6
747,747,ts57148,Champions,2018,TV-PG,21,['comedy'],['US'],1.0,6.0
748,748,ts83457,Cleo & Cuquin,2018,TV-Y,7,"['animation', 'family']",['ES'],2.0,8.1
749,749,ts81526,November 13: Attack on Paris,2018,TV-MA,54,['documentation'],['FR'],1.0,8.3
750,750,ts85837,SKY Castle,2018,TV-MA,68,['drama'],['KR'],1.0,8.6
751,751,ts88234,Man Like Mobeen,2017,TV-MA,22,['comedy'],['GB'],3.0,8.0
752,752,ts57464,Life Sentence,2018,TV-14,42,"['comedy', 'drama']",['US'],1.0,6.4
753,753,ts56125,Ingobernable,2017,TV-MA,39,"['war', 'crime', 'drama', 'thriller']",['MX'],3.0,7.0
754,754,ts53399,Eternal Love,2017,TV-14,45,"['scifi', 'drama', 'fantasy', 'romance', 'family']",['CN'],1.0,8.3
755,755,ts82445,Ashes of Love,2018,TV-14,43,"['comedy', 'drama', 'thriller', 'fantasy', 'romance']",['CN'],1.0,8.3
756,756,ts80411,Lawless Lawyer,2018,TV-14,64,"['crime', 'action', 'drama', 'thriller']",['KR'],1.0,7.6
757,757,ts55232,Cyborg 009: Call of Justice,2017,,24,"['scifi', 'animation', 'action']",['JP'],1.0,5.7
758,758,ts309731,Gormiti,2018,TV-Y,11,"['comedy', 'action', 'animation', 'fantasy', 'thriller']","['ES', 'IT']",4.0,5.2
759,759,ts86949,The A List,2018,TV-PG,27,"['drama', 'thriller', 'family', 'crime']",['GB'],2.0,5.3
760,760,ts82375,Beyblade Burst Turbo,2018,TV-Y7,22,"['scifi', 'action']",['JP'],1.0,
761,761,ts82843,The Curious Creations of Christine McConnell,2018,TV-PG,27,"['comedy', 'reality', 'horror']",['US'],1.0,7.7
762,762,ts80479,Clean with Passion for Now,2018,TV-MA,60,"['comedy', 'drama', 'romance']",['KR'],1.0,6.9
763,763,ts82268,GHOUL,2018,TV-MA,46,"['scifi', 'drama', 'thriller', 'fantasy', 'horror']",['IN'],2.0,8.0
764,764,ts78246,Kiss Me First,2018,TV-MA,47,"['scifi', 'thriller', 'drama']",['GB'],1.0,6.2
765,765,ts90594,Barbie: Dreamhouse Adventures,2018,TV-Y,22,"['animation', 'comedy', 'family']",['US'],5.0,6.7
766,766,ts84833,Diablero,2018,TV-MA,38,"['scifi', 'horror', 'thriller', 'family', 'drama', 'fantasy']",['MX'],2.0,6.7
767,767,ts76603,Erased,2017,TV-14,28,"['drama', 'thriller', 'crime', 'fantasy', 'scifi']",['JP'],1.0,7.8
768,768,ts87194,Instant Hotel,2018,TV-MA,49,['reality'],['AU'],2.0,7.3
769,769,ts82631,Monkey Twins,2018,,49,"['action', 'crime']",['TH'],1.0,7.9
770,770,ts76753,A Korean Odyssey,2017,TV-MA,75,"['comedy', 'thriller', 'fantasy', 'horror', 'romance']",['KR'],1.0,8.0
771,771,ts77755,Power Rangers Ninja Steel,2017,TV-Y7,24,"['action', 'scifi', 'thriller', 'drama']",['US'],2.0,5.8
772,772,ts84646,Warrior,2018,TV-MA,42,"['action', 'drama', 'crime']",['DK'],1.0,6.7
773,773,ts81583,Life,2018,,65,"['drama', 'thriller']",['KR'],1.0,7.6
774,774,ts79997,Something in the Rain,2018,TV-MA,73,"['drama', 'romance']",['KR'],1.0,8.1
775,775,ts82424,13 Reasons Why: Beyond the Reasons,2017,TV-MA,42,['documentation'],['US'],3.0,6.2
776,776,ts53166,Julie's Greenroom,2017,,28,"['comedy', 'family']",['US'],1.0,8.2
777,777,ts76478,Prison Playbook,2017,,92,"['comedy', 'drama']",['KR'],1.0,8.5
778,778,ts85202,Brainchild,2018,TV-Y7,24,"['documentation', 'family']",['US'],1.0,7.9
779,779,ts36650,Apaches,2018,TV-MA,68,"['crime', 'action', 'drama', 'thriller', 'european']",['ES'],1.0,7.0
780,780,ts75750,Revolutionary Love,2017,TV-MA,68,"['comedy', 'romance']",['KR'],1.0,6.9
781,781,ts77545,Dope,2017,TV-MA,44,"['documentation', 'crime', 'war', 'thriller', 'comedy', 'drama']",['US'],3.0,7.3
782,782,ts75718,Neo Yokio,2017,TV-MA,23,"['action', 'scifi', 'comedy', 'fantasy', 'animation']",['US'],2.0,5.9
783,783,ts116101,Crazy Delicious,2017,,52,['reality'],['GB'],1.0,8.9
784,784,ts57300,Marlon,2017,TV-PG,21,['comedy'],['US'],2.0,6.9
785,785,ts85967,Bumping Mics with Jeff Ross & Dave Attell,2018,TV-MA,36,['comedy'],['US'],1.0,7.7
786,786,ts9075,The Fix,2018,TV-MA,27,['comedy'],['US'],1.0,7.0
787,787,ts80313,Bobby Kennedy for President,2018,TV-MA,61,"['documentation', 'drama']",['US'],1.0,8.1
788,788,ts79679,The Yard,2018,TV-MA,108,"['drama', 'crime']",['TR'],3.0,7.1
789,789,ts82298,Familiar Wife,2018,TV-MA,62,"['scifi', 'drama', 'fantasy', 'romance']",['KR'],1.0,7.7
790,790,ts84645,Medal of Honor,2018,TV-MA,55,"['documentation', 'war']",['US'],1.0,8.2
791,791,ts78299,Llama Llama,2018,TV-Y,17,"['animation', 'family']",['US'],2.0,6.3
792,792,ts74962,True and the Rainbow Kingdom,2017,TV-Y,21,"['animation', 'comedy', 'family', 'fantasy']",['CA'],4.0,7.2
793,793,ts77014,Wolf,2018,TV-MA,75,"['reality', 'war', 'action', 'drama', 'thriller']",['TR'],1.0,8.0
794,794,ts82181,Back Street Girls -GOKUDOLS-,2018,TV-MA,24,"['comedy', 'animation']",['JP'],1.0,6.7
795,795,ts54050,Ultimate Beastmaster,2017,TV-PG,59,"['action', 'reality']",['US'],3.0,7.3
796,796,ts80090,The Piano Forest,2018,TV-PG,26,"['comedy', 'drama', 'animation']",['JP'],2.0,7.2
797,797,ts84799,Victim Number 8,2018,,54,"['crime', 'drama', 'action', 'thriller', 'fantasy']",['ES'],1.0,7.0
798,798,ts79086,Jenni Rivera: Mariposa de Barrio,2017,TV-MA,43,['drama'],['US'],1.0,7.2
799,799,ts82127,Sirius the Jaeger,2018,TV-MA,25,"['action', 'thriller', 'scifi', 'animation', 'history', 'horror']",['JP'],1.0,6.7
800,800,ts78053,Kakegurui,2018,TV-MA,25,"['thriller', 'drama']",['JP'],2.0,6.7
801,801,ts78031,Ultraviolet,2017,TV-MA,46,"['drama', 'crime', 'european']",['PL'],2.0,6.9
802,802,ts85732,The Final Table,2018,TV-PG,53,['reality'],['US'],1.0,7.6
803,803,ts55627,Time: The Kalief Browder Story,2017,TV-MA,43,['documentation'],['US'],1.0,8.4
804,804,ts80059,Trump: An American Dream,2017,TV-14,55,"['documentation', 'european']",['GB'],1.0,7.2
805,805,ts56933,The New Legends of Monkey,2018,TV-PG,26,"['scifi', 'action', 'comedy', 'fantasy']",['NZ'],2.0,6.4
806,806,ts118696,Robot Trains,2017,TV-Y7,13,"['animation', 'action', 'comedy', 'fantasy', 'scifi']",['KR'],3.0,6.2
807,807,ts79219,Flint Town,2018,TV-MA,42,"['documentation', 'crime', 'action']",['US'],1.0,7.8
808,808,ts85183,Vai Anitta,2018,TV-MA,30,"['documentation', 'reality']",['BR'],2.0,5.5
809,809,ts84135,The Inmate,2018,TV-MA,45,"['drama', 'crime', 'thriller']",['MX'],1.0,6.9
810,810,ts86067,Death by Magic,2018,TV-14,35,['reality'],['US'],1.0,6.0
811,811,ts76245,The Day I Met El Chapo: The Kate del Castillo Story,2017,TV-MA,55,['documentation'],['MX'],1.0,6.8
812,812,ts56033,Surviving Escobar - Alias JJ,2017,TV-MA,42,"['crime', 'drama']",['CO'],1.0,7.7
813,813,ts56636,My Sassy Girl,2017,TV-14,44,"['comedy', 'romance']",['KR'],1.0,6.8
814,814,ts92825,Lego Jurassic World: The Secret Exhibit,2018,TV-Y,22,"['action', 'comedy', 'family', 'scifi', 'animation']",['US'],1.0,6.1
815,815,ts76509,Beyond Stranger Things,2017,TV-14,21,['documentation'],['US'],1.0,7.4
816,816,ts55978,Samurai Gourmet,2017,,21,['comedy'],['JP'],1.0,8.1
817,817,ts77520,Mob Psycho 100,2018,,24,"['action', 'scifi', 'thriller']",['JP'],1.0,5.2
818,818,ts85236,Castle and Castle,2018,TV-MA,54,['drama'],['NG'],2.0,
819,819,ts78789,Re: Mind,2017,TV-MA,23,"['drama', 'thriller']",['JP'],1.0,4.9
820,820,ts82867,Becoming Champions,2018,TV-G,51,"['documentation', 'sport']",['US'],1.0,6.7
821,821,ts86164,Hero Mask,2018,TV-14,25,"['animation', 'action', 'thriller', 'scifi', 'crime']",['JP'],2.0,6.1
822,822,ts74959,Yummy Mummies,2017,,34,"['reality', 'comedy']",['AU'],2.0,4.0
823,823,ts78913,Live,2018,,61,"['drama', 'crime', 'comedy']",['KR'],1.0,8.3
824,824,ts84780,Wild District,2018,TV-MA,45,"['drama', 'action', 'crime', 'thriller']",['CO'],2.0,8.2
825,825,ts85822,Selection Day,2018,TV-14,25,"['drama', 'comedy', 'sport']",['IN'],1.0,7.3
826,826,ts76949,Trailer Park Boys: Out of the Park: USA,2017,TV-MA,30,['comedy'],['CA'],1.0,
827,827,ts76511,The Big Family Cooking Showdown,2017,TV-PG,59,"['reality', 'european']",['GB'],2.0,7.0
828,828,ts53516,Edgar Rice Burroughs' Tarzan and Jane,2017,TV-Y7,21,"['action', 'animation', 'comedy', 'drama', 'family', 'scifi']",['US'],2.0,4.6
829,829,ts84346,Falsa identidad,2018,TV-14,43,"['crime', 'action', 'drama', 'thriller']","['US', 'MX']",2.0,7.0
830,830,ts90880,44 Cats,2018,TV-Y7,15,"['action', 'animation', 'comedy', 'family', 'music']",['IT'],5.0,6.0
831,831,ts57913,Strongest Deliveryman,2017,TV-MA,55,"['drama', 'romance']",['KR'],1.0,7.3
832,832,ts58442,Live Up To Your Name,2017,TV-MA,69,"['drama', 'fantasy', 'romance']",['KR'],1.0,8.0
833,833,ts84772,Ingress: The Animation,2018,TV-MA,24,"['scifi', 'animation', 'action']",['JP'],1.0,6.5
834,834,ts80030,Fastest Car,2018,TV-MA,44,"['reality', 'action', 'documentation']",['US'],2.0,7.1
835,835,ts77405,Bad Guys: Vile City,2017,,64,"['action', 'comedy', 'animation', 'crime', 'drama']",['KR'],1.0,5.9
836,836,ts111582,The Platform,2018,TV-14,45,['music'],['ES'],2.0,5.4
837,837,ts85126,The Degenerates,2018,,24,['comedy'],['US'],2.0,6.2
838,838,ts70631,Children of the Whales,2017,TV-14,24,"['scifi', 'animation', 'drama', 'fantasy']",['JP'],1.0,7.0
839,839,ts83213,The Rise of Phoenixes,2018,TV-14,45,"['drama', 'romance', 'history']",['CN'],1.0,8.4
840,840,ts82419,Zac & Mia,2017,TV-14,20,['drama'],['US'],2.0,7.8
841,841,ts86945,Abby Hatcher,2018,TV-Y,17,"['animation', 'family', 'fantasy', 'comedy']",['US'],3.0,5.4
842,842,ts55484,My Only Love Song,2017,TV-MA,29,"['drama', 'romance', 'comedy', 'fantasy']",['KR'],1.0,7.0
843,843,ts74805,A Little Help with Carol Burnett,2018,TV-G,24,[],['US'],1.0,6.3
844,844,ts80042,ReBoot: The Guardian Code,2018,TV-G,23,"['drama', 'scifi', 'action', 'comedy']",['CA'],2.0,3.7
845,845,ts80466,Secret Agent Selection: WW2,2018,,59,"['war', 'documentation', 'history', 'european']",['GB'],1.0,7.7
846,846,ts89067,Love and Fortune,2018,TV-MA,58,"['drama', 'romance']",['JP'],1.0,7.3
847,847,ts78145,Drug Lords,2018,TV-MA,46,['documentation'],['US'],2.0,6.8
848,848,ts77770,Fate/Extra Last Encore,2018,,27,"['action', 'animation', 'fantasy']",['JP'],2.0,5.3
849,849,ts80600,Luis Miguel: The Series,2018,TV-14,52,"['drama', 'history', 'music', 'romance']",['MX'],3.0,8.0
850,850,ts80413,Busted!,2018,TV-14,75,"['thriller', 'comedy', 'reality']",['KR'],3.0,7.6
851,851,ts83925,Boca Juniors Confidential,2018,,42,"['documentation', 'sport']",['AR'],1.0,6.3
852,852,ts79585,Dinotrux: Supercharged,2017,TV-Y7,23,"['animation', 'action', 'comedy', 'family']",['US'],3.0,7.5
853,853,ts83554,Inside the Criminal Mind,2018,TV-MA,49,"['crime', 'documentation']",['US'],1.0,5.4
854,854,ts82565,Sparta,2018,TV-MA,53,"['thriller', 'drama']",['RU'],1.0,6.6
855,855,ts79409,A.I.C.O. -Incarnation-,2018,TV-14,25,"['animation', 'action', 'scifi']",['JP'],1.0,6.3
856,856,ts119730,Luo Bao Bei,2018,TV-Y,11,['animation'],[],1.0,8.0
857,857,ts53264,My Shy Boss,2017,TV-MA,71,"['comedy', 'drama', 'romance']",['KR'],1.0,7.2
858,858,ts83359,100 Days My Prince,2018,TV-14,75,"['drama', 'thriller', 'comedy', 'action', 'history', 'romance']",['KR'],1.0,7.7
859,859,ts83071,Afflicted,2018,TV-MA,42,"['documentation', 'thriller', 'reality']",['BR'],1.0,5.1
860,860,ts84484,Dancing Queen,2018,,41,"['reality', 'music']",['US'],1.0,6.9
861,861,ts75012,Million Yen Women,2017,,30,"['drama', 'crime', 'romance', 'comedy']",['JP'],1.0,7.6
862,862,ts80208,Fugitiva,2018,TV-MA,52,"['drama', 'thriller', 'action', 'crime']",['ES'],1.0,5.6
863,863,ts255677,Pucca: Love Recipe,2018,TV-Y7,24,"['animation', 'comedy']",[],1.0,
864,864,ts94470,Relatable,2018,,39,['comedy'],[],2.0,
865,865,ts83070,72 Dangerous Animals: Asia,2018,TV-14,47,['documentation'],['US'],1.0,6.6
866,866,ts82398,My Dead Ex,2018,,25,"['comedy', 'drama', 'scifi']",['US'],1.0,7.4
867,867,ts78353,Misty,2018,TV-MA,71,"['drama', 'crime', 'thriller', 'romance']",['KR'],1.0,8.1
868,868,ts84977,Terrorism Close Calls,2018,,48,['documentation'],['US'],1.0,5.2
869,869,ts82296,My ID is Gangnam Beauty,2018,TV-MA,57,"['drama', 'comedy', 'romance']",['KR'],1.0,7.4
870,870,ts79330,Girls Incarcerated,2018,TV-MA,43,"['reality', 'documentation']",['GB'],2.0,7.2
871,871,ts83430,Smoking,2018,TV-MA,24,"['crime', 'drama', 'comedy']",['JP'],2.0,7.4
872,872,ts95011,Move,2018,TV-MA,48,['documentation'],['US'],1.0,7.4
873,873,ts85276,Hymn of Death,2018,,45,"['drama', 'history', 'music', 'romance']",['KR'],1.0,7.6
874,874,ts77467,Terrace House: Opening New Doors,2017,,39,"['reality', 'drama']",['JP'],6.0,7.8
875,875,ts83814,Undercover Law,2018,,54,"['drama', 'action']",['CO'],1.0,7.2
876,876,ts68146,Myths & Monsters,2017,TV-PG,43,"['documentation', 'fantasy', 'european']",['GB'],1.0,7.7
877,877,ts78099,72 Dangerous Animals: Latin America,2017,,43,['documentation'],"['AU', 'US']",1.0,6.6
878,878,ts268283,RIDE ON TIME,2018,TV-PG,22,[],['JP'],3.0,
879,879,ts89538,Bitter Daisies,2018,,70,"['drama', 'thriller']",['ES'],2.0,7.2
880,880,ts89069,LEGO Friends: Girls on a Mission,2018,TV-Y,11,['animation'],"['US', 'DK']",4.0,6.2
881,881,ts78707,The Joel McHale Show with Joel McHale,2018,TV-MA,25,['comedy'],['US'],2.0,7.1
882,882,ts75676,The Velvet Collection,2017,TV-14,57,"['comedy', 'drama', 'romance', 'european']",['ES'],3.0,7.2
883,883,ts80993,Kibaoh Klashers,2017,TV-Y7,24,['scifi'],['CN'],2.0,6.4
884,884,ts80057,Last Hope,2018,TV-14,24,"['drama', 'animation', 'action', 'scifi']",['JP'],1.0,5.8
885,885,ts55936,My Secret Romance,2017,TV-14,52,"['comedy', 'romance']",['KR'],1.0,7.1
886,886,ts82085,Ainori Love Wagon: Asian Journey,2017,,30,['reality'],['JP'],2.0,6.8
887,887,ts81886,All About the Washingtons,2018,TV-G,25,"['comedy', 'music']",['US'],1.0,4.5
888,888,ts57281,All Hail King Julien: Exiled,2017,TV-Y7,23,"['animation', 'comedy', 'family', 'fantasy']",['US'],1.0,7.4
889,889,ts81036,The Who Was? Show,2018,,24,"['family', 'comedy']",[],1.0,6.5
890,890,ts82875,Switched,2018,TV-MA,39,"['drama', 'scifi']",['JP'],1.0,7.1
891,891,ts80410,Kantaro: The Sweet Tooth Salaryman,2017,,30,"['comedy', 'drama']",['JP'],1.0,7.6
892,892,ts55533,Legend Quest,2017,TV-Y7,25,"['comedy', 'fantasy', 'animation']",['MX'],1.0,7.2
893,893,ts57116,Ask the Doctor,2017,,28,['documentation'],['AU'],3.0,6.5
894,894,ts85250,Kulipari: Dream Walker,2018,TV-Y7,23,"['animation', 'action', 'fantasy']",['US'],1.0,7.6
895,895,ts112279,Empire Games,2018,,49,"['documentation', 'history']",[],1.0,5.8
896,896,ts84597,FIGHTWORLD,2018,TV-MA,42,['documentation'],['US'],1.0,7.5
897,897,ts78767,First Team: Juventus,2018,TV-G,36,"['scifi', 'reality', 'sport', 'documentation']",['IT'],2.0,7.3
898,898,ts79707,Edha,2018,TV-MA,40,['drama'],['AR'],1.0,4.9
899,899,ts78692,Rapture,2018,TV-MA,58,"['documentation', 'scifi', 'thriller', 'horror', 'music']",['US'],1.0,5.4
900,900,ts81596,Black Crows,2017,TV-MA,33,"['drama', 'war', 'thriller']","['SA', 'SY', 'AE']",1.0,5.3
901,901,ts84932,Super Drags,2018,TV-MA,25,"['animation', 'comedy', 'fantasy']",['BR'],1.0,5.4
902,902,ts84038,Battlefish,2018,,43,"['documentation', 'reality']",['US'],1.0,7.1
903,903,ts79856,SWORDGAI The Animation,2018,TV-MA,23,"['action', 'animation', 'scifi', 'fantasy', 'horror']",['JP'],2.0,5.8
904,904,ts84782,Larva Island,2018,TV-Y7,8,"['animation', 'comedy']","['US', 'KR']",2.0,6.5
905,905,ts83045,Accidentally In Love,2018,TV-14,31,"['family', 'drama', 'comedy', 'music', 'romance']",['CN'],1.0,7.4
906,906,ts83204,Million Pound Menu,2018,,60,['reality'],['GB'],2.0,6.6
907,907,ts80751,The Break with Michelle Wolf,2018,TV-MA,26,['comedy'],['US'],1.0,5.1
908,908,ts74765,Daughters of Destiny,2017,,61,['documentation'],['IN'],1.0,8.6
909,909,ts82559,Amazing Interiors,2018,TV-PG,26,['documentation'],"['GB', 'US']",1.0,6.6
910,910,ts81944,The Comedy Lineup,2018,TV-MA,15,"['comedy', 'action']",[],2.0,5.9
911,911,ts75887,Paul Hollywood's Big Continental Road Trip,2017,TV-14,59,"['documentation', 'european']",['GB'],1.0,7.4
912,912,ts89372,Titipo Titipo,2018,TV-Y,18,['animation'],['KR'],2.0,6.8
913,913,ts81856,Borges,2018,TV-MA,0,['comedy'],['BR'],2.0,6.2
914,914,ts76771,Stretch Armstrong & the Flex Fighters,2017,TV-G,23,"['animation', 'action', 'comedy', 'scifi']",['US'],2.0,6.1
915,915,ts84335,1983,2018,TV-MA,57,"['drama', 'thriller', 'crime']",['PL'],1.0,6.7
916,916,ts93947,Wrong Kind of Black,2018,TV-MA,16,"['drama', 'comedy']",['AU'],1.0,7.6
917,917,ts82160,Harvey Street Kids,2018,TV-Y7,24,"['family', 'action', 'animation', 'comedy']",['US'],4.0,6.7
918,918,ts83247,Stay Here,2018,TV-PG,32,"['reality', 'documentation']",['US'],1.0,7.4
919,919,ts86994,Serial Killer with Piers Morgan,2017,TV-14,47,"['documentation', 'crime']",['GB'],2.0,3.9
920,920,ts80084,Dragon Pilot: Hisone and Masotan,2018,TV-14,25,"['animation', 'scifi', 'drama', 'fantasy']",['JP'],1.0,6.9
921,921,ts76646,Blazing Transfer Students,2017,TV-MA,26,"['action', 'comedy']",['JP'],1.0,6.9
922,922,ts75138,Argon,2017,,63,['drama'],['KR'],1.0,7.3
923,923,ts75491,Fire Chasers,2017,,55,['documentation'],['US'],1.0,6.5
924,924,ts80342,AMO,2018,TV-MA,24,"['crime', 'drama']",['PH'],1.0,6.4
925,925,ts57291,Unrequited Love,2017,,33,['drama'],['JP'],1.0,6.7
926,926,ts84985,Robozuna,2018,,23,['animation'],['GB'],3.0,6.7
927,927,ts80671,We Speak Dance,2018,TV-MA,22,['documentation'],['US'],1.0,7.4
928,928,ts83429,Take My Brother Away,2018,,46,"['family', 'comedy', 'drama']",[],1.0,6.7
929,929,ts75357,LEGO Elves: Secrets of Elvendale,2017,TV-Y7,24,"['scifi', 'animation', 'fantasy']",['US'],1.0,6.8
930,930,ts85217,Motown Magic,2018,TV-Y,15,"['animation', 'comedy', 'family', 'fantasy', 'music']",['US'],2.0,7.9
931,931,ts78757,Dave Chappelle: Equanimity & The Bird Revelation,2017,TV-MA,57,['comedy'],['US'],1.0,
932,932,ts82192,Samantha!,2018,TV-MA,28,['comedy'],['BR'],2.0,6.5
933,933,ts85953,Paprika,2018,TV-Y,13,"['family', 'animation']",['US'],1.0,7.9
934,934,ts84167,Age of Rebellion,2018,TV-MA,72,"['crime', 'drama', 'romance']",['TW'],1.0,8.6
935,935,ts317239,Falling in Love Like a Romantic Drama,2018,TV-14,40,['reality'],['JP'],3.0,
936,936,ts86279,Nailed It! Holiday!,2018,TV-PG,33,['reality'],['US'],2.0,7.7
937,937,ts265844,#ABtalks,2018,TV-PG,68,[],[],1.0,9.6
938,938,ts77219,Part-Time Idol,2017,TV-14,40,"['drama', 'family', 'music', 'comedy']",['KR'],1.0,6.7
939,939,ts103638,Standup and Away! with Brian Regan,2018,TV-PG,25,['comedy'],['US'],1.0,5.7
940,940,ts76159,Super Monsters,2017,TV-Y,13,"['animation', 'comedy', 'family', 'horror']",['CA'],3.0,6.2
941,941,ts58480,Ari Shaffir: Double Negative,2017,,47,['comedy'],['US'],1.0,
942,942,ts79988,Lost Song,2018,TV-14,24,"['animation', 'action', 'scifi', 'drama', 'fantasy', 'music', 'romance']",['JP'],1.0,7.0
943,943,ts86302,Check The Store Next Door,2018,TV-14,30,"['comedy', 'drama']",['ID'],2.0,7.7
944,944,ts83710,First and Last,2018,TV-MA,41,['documentation'],['US'],1.0,6.7
945,945,ts55576,Buddy Thunderstruck,2017,TV-Y7,23,"['comedy', 'family', 'sport', 'animation', 'action']",['US'],2.0,7.7
946,946,ts84330,Oh My Ghost,2018,,68,['drama'],['TH'],1.0,
947,947,ts222363,Monkart,2017,TV-Y7,12,[],['KR'],1.0,
948,948,ts77011,The Many Faces of Ito,2017,,30,"['drama', 'thriller', 'romance', 'comedy']",['JP'],1.0,6.7
949,949,ts56251,ID-0,2017,TV-14,24,"['scifi', 'drama', 'animation', 'action']",['JP'],1.0,6.1
950,950,ts84644,Westside,2018,TV-MA,50,['reality'],['US'],1.0,6.1
951,951,ts95274,Age of Tanks,2017,TV-PG,54,"['documentation', 'history']",['FR'],1.0,7.3
952,952,ts101883,Regiment Diaries,2018,TV-PG,42,['documentation'],[],2.0,8.6
953,953,ts81485,Ponysitters Club,2018,TV-Y,23,['family'],['US'],2.0,5.6
954,954,ts80692,REA(L)OVE,2018,TV-MA,42,['reality'],['JP'],1.0,6.5
955,955,ts82323,On Children,2018,,98,"['drama', 'family', 'scifi']",['TW'],1.0,7.2
956,956,ts85660,The Sound of Your Heart: Reboot,2018,,34,['comedy'],['KR'],2.0,5.9
957,957,ts82705,Cupcake & Dino - General Services,2018,TV-Y7,18,"['animation', 'comedy', 'action', 'family']","['CA', 'BR']",2.0,7.5
958,958,ts84200,Best.Worst.Weekend.Ever.,2018,TV-PG,24,"['comedy', 'family']",['US'],1.0,6.3
959,959,ts85618,Prince of Peoria,2018,TV-Y7,26,"['comedy', 'family']",['US'],2.0,5.7
960,960,ts84179,Made in Mexico,2018,,50,['reality'],['US'],1.0,3.9
961,961,ts106612,Chicken Soup for the Soul's Being Dad,2018,TV-PG,40,['reality'],[],1.0,
962,962,ts85515,Bangkok Love Stories 2: Innocence,2018,,44,"['drama', 'romance']",['TH'],1.0,6.6
963,963,ts82500,Treehouse Detectives,2018,TV-Y7,24,['animation'],[],3.0,7.6
964,964,ts83820,The Judgement,2018,,48,"['drama', 'crime']",['TH'],1.0,7.1
965,965,ts84372,YG Future Strategy Office,2018,TV-MA,26,['comedy'],['KR'],1.0,6.7
966,966,ts84341,What She Put on the Table,2017,TV-14,85,['drama'],['TW'],1.0,7.3
