Unnamed: 0,id,title,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_score,,history,sport,war,horror,romance,crime,reality,music,comedy,thriller,european,family,fantasy,western,animation,documentation,scifi,drama,action
1151,ts227385,Transformers: War for Cybertron: Siege,2020,TV-14,19,"['scifi', 'action', 'animation']",['US'],3.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
1152,ts222455,The Devil Next Door,2019,TV-MA,46,"['crime', 'documentation', 'history']","['US', 'IL']",1.0,7.6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1153,ts106536,White Lines,2020,TV-MA,55,"['drama', 'thriller', 'crime']",['GB'],1.0,6.6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1154,ts84586,Spinning Out,2020,TV-MA,49,"['drama', 'sport']",['US'],1.0,7.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1155,ts89251,Tales of the City,2019,TV-MA,56,['drama'],['US'],1.0,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1156,ts90937,Stateless,2020,TV-14,53,['drama'],['AU'],1.0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1157,ts86978,Power Rangers Beast Morphers,2019,TV-Y7,22,"['action', 'animation', 'scifi', 'thriller', 'comedy', 'drama', 'fantasy']",['ES'],2.0,6.5,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1
1158,ts87471,Darwin's Game,2020,TV-14,25,"['action', 'scifi', 'animation', 'thriller', 'drama']",['JP'],1.0,7.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1
1159,ts86946,Osmosis,2019,TV-MA,42,"['drama', 'scifi', 'romance']",['FR'],1.0,5.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1160,ts86726,Tidying Up with Marie Kondo,2019,TV-PG,40,['reality'],['US'],1.0,6.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1161,ts243036,Selena: The Series,2020,TV-PG,38,"['drama', 'music']",['US'],2.0,6.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1162,ts271247,LEGO City Adventures,2019,TV-Y7,13,"['animation', 'action', 'comedy', 'family']",['US'],4.0,6.7,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
1163,ts255926,Dash & Lily,2020,TV-14,25,"['drama', 'comedy', 'romance']",['US'],1.0,7.5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1164,ts76382,Carmen Sandiego,2019,TV-Y7,25,"['animation', 'action', 'thriller', 'family']",['US'],4.0,7.9,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
1165,ts89282,Toy Boy,2019,TV-MA,61,"['drama', 'thriller', 'crime', 'action']",['ES'],2.0,6.5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1
1166,ts321758,Vagabond,2019,TV-MA,63,"['drama', 'thriller', 'romance', 'action']",['KR'],1.0,8.2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1
1167,ts256309,Aunty Donna's Big Ol House of Fun,2020,TV-MA,20,['comedy'],['AU'],1.0,7.9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1168,ts219080,Caliphate,2020,TV-MA,48,"['drama', 'war', 'thriller', 'crime']",['SE'],1.0,8.2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1169,ts256764,Heaven Official's Blessing,2020,TV-14,24,"['scifi', 'drama', 'action', 'animation']","['CN', 'US']",1.0,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
1170,ts251157,Wizards: Tales of Arcadia,2020,TV-Y7,24,"['action', 'comedy', 'scifi', 'animation']",['US'],1.0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1
1171,ts223308,Astronomy Club: The Sketch Show,2019,TV-MA,20,['comedy'],['US'],1.0,6.9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1172,ts215178,Grand Army,2020,TV-MA,52,['drama'],['US'],1.0,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1173,ts213820,Next in Fashion,2020,TV-14,50,['reality'],['US'],1.0,7.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1174,ts89326,Persona,2019,TV-MA,22,['drama'],['KR'],2.0,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1175,ts223759,Killer Inside: The Mind of Aaron Hernandez,2020,TV-MA,67,"['documentation', 'crime', 'sport']",['US'],1.0,7.4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1176,ts192440,Garth Brooks: The Road I'm On,2019,TV-PG,86,"['documentation', 'reality']",['US'],1.0,7.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1177,ts225912,Biohackers,2020,TV-MA,42,"['drama', 'scifi', 'action', 'thriller']",['DE'],2.0,6.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1
1178,ts93066,The I-Land,2019,TV-MA,40,"['drama', 'scifi', 'reality']",['US'],1.0,4.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
1179,ts219561,"The Mind, Explained",2019,TV-14,22,['documentation'],['US'],2.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1180,ts85480,Carole & Tuesday,2019,TV-PG,24,"['scifi', 'drama', 'animation', 'music']",['JP'],1.0,7.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0
1181,ts89958,Arthdal Chronicles,2019,,80,"['drama', 'action', 'fantasy', 'history', 'romance']",['KR'],3.0,8.3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
1182,ts88485,Green Eggs and Ham,2019,TV-Y7,28,"['animation', 'comedy', 'action', 'family', 'drama', 'fantasy', 'romance']",['US'],2.0,8.1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1
1183,ts252856,Challenger: The Final Flight,2020,TV-14,45,"['documentation', 'history']",['US'],1.0,7.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1184,ts225787,Unabomber: In His Own Words,2020,TV-MA,44,"['crime', 'documentation']",['US'],1.0,7.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1185,ts254592,Song Exploder,2020,TV-MA,25,"['documentation', 'music']",['US'],2.0,7.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1186,ts218500,Dragons: Rescue Riders,2019,TV-Y,24,"['action', 'comedy', 'family', 'fantasy', 'animation', 'scifi']",['US'],2.0,5.9,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1
1187,ts224796,The Ghost Bride,2020,TV-14,51,['drama'],"['TW', 'MY']",1.0,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1188,ts251420,Hoops,2020,,26,"['comedy', 'animation']",['US'],1.0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1189,ts87473,7SEEDS,2019,TV-MA,25,"['scifi', 'drama', 'animation', 'romance', 'action', 'horror']",['JP'],2.0,6.3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1
1190,ts89881,Mr. Iglesias,2019,TV-14,29,['comedy'],['US'],3.0,7.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1191,ts251654,Paranormal,2020,TV-14,51,['scifi'],['EG'],1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1192,ts237751,Gameboys,2020,TV-14,27,"['drama', 'romance']",['PH'],2.0,8.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1193,ts104449,The Liberator,2020,TV-MA,49,"['action', 'drama', 'war', 'animation']",['US'],1.0,7.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
1194,ts251067,The Baby-Sitters Club,2020,TV-G,27,"['comedy', 'drama', 'family']",['US'],2.0,7.3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1195,ts225328,Get Even,2020,TV-PG,27,"['crime', 'drama']",['GB'],1.0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1196,ts223344,The Gift,2019,TV-MA,43,"['thriller', 'drama', 'scifi', 'fantasy']",['TR'],3.0,7.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0
1197,ts214861,Prank Encounters,2019,TV-MA,23,"['reality', 'comedy', 'horror', 'scifi']",['US'],2.0,5.2,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
1198,ts93054,Trinkets,2019,TV-MA,26,"['drama', 'comedy', 'crime']",['US'],2.0,7.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1199,ts237513,Ju-On: Origins,2020,TV-MA,29,"['drama', 'horror']",['JP'],1.0,6.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1200,ts87986,Dolly Parton's Heartstrings,2019,TV-14,66,"['drama', 'music', 'comedy']",['US'],1.0,7.6,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
1201,ts252098,The Duchess,2020,TV-MA,24,"['comedy', 'drama']",['GB'],1.0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1202,ts93611,October Faction,2020,TV-MA,41,"['horror', 'scifi', 'drama', 'fantasy']",['US'],1.0,6.1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
1203,ts85619,Hache,2019,TV-MA,45,"['crime', 'drama', 'thriller']",['ES'],2.0,6.5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1204,ts100359,Medical Police,2020,TV-MA,24,['comedy'],['US'],1.0,5.9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1205,ts235862,My Unfamiliar Family,2020,TV-14,73,['drama'],['KR'],1.0,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1206,ts105608,Puerta 7,2020,TV-MA,41,"['crime', 'drama', 'thriller']",['AR'],1.0,5.6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1207,ts93482,The Last Kids on Earth,2019,,35,"['animation', 'comedy', 'family', 'horror', 'scifi']",['US'],4.0,7.2,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
1208,ts103360,The Barrier,2020,TV-MA,53,"['scifi', 'fantasy', 'thriller', 'action', 'drama', 'war']",['ES'],1.0,6.8,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1
1209,ts236501,Valeria,2020,TV-MA,41,"['comedy', 'drama', 'romance']",['ES'],2.0,6.5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1210,ts256784,Trash Truck,2020,TV-Y,14,['animation'],['US'],2.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1211,ts106126,The Bonfire of Destiny,2019,TV-MA,50,"['drama', 'history']",['FR'],1.0,7.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1212,ts190462,Gentefied,2020,TV-MA,30,"['comedy', 'drama']",['US'],2.0,7.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1213,ts225430,Mystic Pop-up Bar,2020,,70,"['drama', 'scifi', 'comedy', 'fantasy']",['KR'],1.0,8.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0
1214,ts218888,BNA,2020,TV-14,24,"['scifi', 'action', 'animation', 'fantasy']",['JP'],1.0,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
1215,ts88352,Designated Survivor: 60 Days,2019,,74,"['thriller', 'war', 'drama', 'crime']",['KR'],1.0,8.1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1216,ts237096,Trial by Media,2020,TV-MA,62,"['crime', 'documentation']",['US'],1.0,7.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1217,ts83810,Cannon Busters,2019,TV-MA,24,"['scifi', 'action', 'animation', 'fantasy']","['US', 'FR', 'JP']",1.0,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
1218,ts254537,"Good Morning, Verônica",2020,TV-MA,45,"['crime', 'drama', 'thriller']",['BR'],2.0,7.5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1219,ts86413,AJ and the Queen,2020,TV-14,51,"['comedy', 'drama']",['US'],1.0,7.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1220,ts252341,Chef's Table: BBQ,2020,TV-14,44,['documentation'],['US'],1.0,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1221,ts90413,Gigantosaurus,2019,TV-G,13,['animation'],"['FR', 'US']",3.0,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1222,ts275111,Rainbow High,2020,TV-Y,6,"['comedy', 'family', 'animation']",['US'],3.0,5.8,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
1223,ts87008,Turn Up Charlie,2019,TV-MA,27,"['comedy', 'drama', 'music']",['GB'],1.0,7.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
1224,ts254045,Sneakerheads,2020,,30,['comedy'],['US'],1.0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1225,ts225716,Family Business,2019,TV-MA,33,"['comedy', 'family']",['FR'],3.0,7.4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1226,ts88312,The Eddy,2020,TV-MA,58,"['drama', 'music']","['FR', 'US']",1.0,7.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1227,ts222917,Kevin Hart: Don't F**k This Up,2019,TV-MA,32,['documentation'],['US'],1.0,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1228,ts101408,The Mess You Leave Behind,2020,TV-MA,45,"['crime', 'drama', 'thriller']",['ES'],1.0,6.7,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1229,ts189629,"Nisman. The Prosecutor, the President and the Spy",2019,,62,"['history', 'thriller', 'documentation', 'crime']",['AR'],1.0,7.6,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1230,ts215378,Love 101,2020,TV-14,46,"['drama', 'romance', 'comedy']",['TR'],2.0,7.5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1231,ts223126,The Confession Killer,2019,TV-14,48,"['crime', 'documentation']",['US'],1.0,7.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1232,ts90621,Kota Factory,2019,TV-MA,39,"['drama', 'comedy']",['IN'],2.0,9.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1233,ts223077,Broken,2019,,60,['documentation'],['US'],1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1234,ts357033,A Love So Beautiful,2020,,23,"['comedy', 'drama']",['KR'],1.0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1235,ts236725,Lenox Hill,2020,TV-MA,48,['documentation'],['US'],1.0,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1236,ts255880,Dream Home Makeover,2020,TV-G,27,['reality'],['US'],3.0,5.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1237,ts113637,The Alcàsser Murders,2019,TV-MA,61,"['documentation', 'crime']",['ES'],1.0,7.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1238,ts89119,The Disappearance of Madeleine McCann,2019,TV-14,55,"['crime', 'documentation']",['GB'],1.0,6.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1239,ts251617,Connected,2020,TV-14,44,"['documentation', 'comedy']",['US'],1.0,7.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1240,ts103890,The InBESTigators,2019,,19,"['comedy', 'crime', 'family']",['AU'],2.0,8.1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
1241,ts225460,Freud,2020,TV-MA,53,['drama'],"['DE', 'AT']",1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1242,ts277126,Black Space,2020,TV-MA,46,"['crime', 'drama', 'thriller']",['IL'],2.0,6.7,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1243,ts110703,Interior Design Masters,2019,,54,['reality'],['GB'],3.0,6.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1244,ts84129,No Good Nick,2019,TV-PG,29,"['comedy', 'family', 'drama']",['US'],2.0,5.9,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1245,ts237104,History 101,2020,TV-PG,22,"['documentation', 'history']",['GB'],2.0,6.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1246,ts89583,Trailer Park Boys: The Animated Series,2019,TV-MA,25,"['animation', 'comedy']",['CA'],2.0,7.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1247,ts238242,The Great Heist,2020,TV-MA,42,"['crime', 'drama', 'thriller']",['CO'],1.0,7.3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1248,ts236051,The Least Expected Day: Inside the Movistar Team 2019,2020,TV-MA,30,"['documentation', 'sport']",['ES'],3.0,7.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1249,ts223238,My Holo Love,2020,TV-14,53,"['drama', 'scifi', 'romance']",['KR'],1.0,7.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1250,ts88296,Ares,2020,TV-MA,29,"['thriller', 'horror', 'drama']",['NL'],1.0,5.7,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1251,ts86744,Romance Is a Bonus Book,2019,,63,"['drama', 'comedy', 'romance']",['KR'],1.0,8.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1252,ts106141,The Chosen One,2019,TV-MA,44,"['thriller', 'drama']",['BR'],2.0,5.7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1253,ts189422,Home for Christmas,2019,TV-MA,29,"['comedy', 'drama', 'romance']",['NO'],2.0,7.7,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1254,ts89028,Delhi Crime,2019,TV-MA,35,"['drama', 'crime']",['IN'],2.0,8.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1255,ts187070,Pup Academy,2019,TV-Y,27,"['family', 'comedy']",['US'],2.0,6.5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1256,ts252122,The Possessed,2020,TV-MA,9,"['thriller', 'horror']",['KR'],1.0,5.7,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1257,ts111206,Fast & Furious Spy Racers,2019,TV-Y7,24,"['family', 'animation', 'action', 'drama', 'comedy', 'crime']",['US'],6.0,5.7,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1
1258,ts90995,1994,2019,TV-MA,178,"['documentation', 'history']",['MX'],1.0,7.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1259,ts223192,Hospital Playlist,2020,TV-14,93,"['drama', 'comedy']",['KR'],2.0,8.8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1260,ts254600,The Playbook,2020,TV-MA,34,"['documentation', 'sport']",['US'],1.0,7.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1261,ts226588,100 Humans: Life's Questions. Answered.,2020,TV-14,37,"['documentation', 'reality']",['US'],1.0,5.7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1262,ts242244,Japan Sinks: 2020,2020,TV-MA,26,"['action', 'scifi', 'animation', 'drama']",['JP'],1.0,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
1263,ts268608,The Ripper,2020,TV-MA,49,"['documentation', 'crime']",['GB'],1.0,7.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1264,ts189405,Killer Ratings,2019,TV-MA,50,"['documentation', 'crime']",['BR'],1.0,7.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1265,ts254916,The Cabin with Bert Kreischer,2020,TV-MA,27,"['comedy', 'reality']",[],1.0,6.6,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1266,ts251028,Detention,2020,TV-MA,49,"['drama', 'horror', 'thriller']",['TW'],1.0,6.3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1267,ts103213,Queen Sono,2020,TV-MA,43,"['thriller', 'action', 'crime', 'drama']",['ZA'],2.0,5.9,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1
1268,ts268508,Alien Worlds,2020,TV-PG,44,"['documentation', 'scifi', 'animation']",['GB'],1.0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
1269,ts92547,Rise of Empires: Ottoman,2020,,45,"['drama', 'history', 'war', 'documentation', 'action']",['TR'],2.0,7.9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
1270,ts88744,Losers,2019,TV-MA,8,"['documentation', 'sport', 'comedy', 'european']",['GB'],1.0,7.6,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
1271,ts221293,The King: Eternal Monarch,2020,,71,"['drama', 'scifi']",['KR'],1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1272,ts217719,Basketball or Nothing,2019,TV-PG,34,"['documentation', 'sport']",['US'],1.0,7.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1273,ts226602,How to Fix a Drug Scandal,2020,TV-MA,53,"['documentation', 'crime']",['US'],1.0,7.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1274,ts255104,Deaf U,2020,TV-MA,19,"['reality', 'documentation', 'drama']",['US'],1.0,6.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
1275,ts101060,Merry Happy Whatever,2019,TV-PG,26,['comedy'],['US'],1.0,6.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1276,ts222367,We Are the Wave,2019,,49,['drama'],['DE'],1.0,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1277,ts86365,Rilakkuma and Kaoru,2019,TV-PG,12,"['animation', 'comedy', 'drama', 'family']",['JP'],1.0,8.2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
1278,ts91124,Love Alarm,2019,TV-MA,52,"['scifi', 'drama', 'romance', 'comedy']",['KR'],2.0,6.8,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
1279,ts222634,Nobody's Looking,2019,TV-MA,26,"['comedy', 'drama', 'fantasy']",['BR'],1.0,7.7,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
1280,ts223589,"Sex, Explained",2020,TV-MA,22,['documentation'],['US'],1.0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1281,ts317497,The Neighbor,2019,TV-MA,29,"['comedy', 'action']",['ES'],2.0,6.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1282,ts256783,We Are the Champions,2020,TV-MA,32,['documentation'],['US'],1.0,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1283,ts222933,Who Killed Little Gregory?,2019,,60,"['documentation', 'crime', 'thriller', 'drama']",['FR'],1.0,7.4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
1284,ts223982,Until Dawn,2020,,21,"['reality', 'comedy']",['FR'],1.0,2.4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1285,ts89876,Lunatics,2019,TV-MA,36,['comedy'],['US'],1.0,6.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1286,ts218277,Apache: The Life of Carlos Tevez,2019,TV-MA,47,"['crime', 'drama', 'sport', 'thriller']",['AR'],1.0,7.2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1287,ts315066,Vampires,2020,TV-MA,40,"['scifi', 'fantasy', 'horror', 'drama']",['FR'],1.0,5.7,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
1288,ts223659,Jamtara – Sabka Number Ayega,2020,,27,"['drama', 'crime']",['IN'],1.0,7.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1289,ts219422,When the Camellia Blooms,2019,,55,"['drama', 'romance', 'thriller', 'comedy']",['KR'],1.0,7.9,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0
1290,ts225102,Record of Youth,2020,TV-14,73,"['drama', 'romance']",['KR'],1.0,7.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1291,ts88336,Dating Around,2019,,27,"['reality', 'romance']",['US'],2.0,6.3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1292,ts102933,Les de l'hoquei,2019,TV-MA,51,"['drama', 'sport']",['ES'],2.0,6.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1293,ts224072,Self Made: Inspired by the Life of Madam C.J. Walker,2020,TV-MA,47,"['drama', 'history']",['US'],1.0,7.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1294,ts254568,The Last Word,2020,TV-MA,41,"['drama', 'comedy']",['DE'],1.0,7.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1295,ts105192,The Unlisted,2019,,24,"['scifi', 'thriller', 'family']",['AU'],1.0,6.5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
1296,ts272134,Transformers: War for Cybertron: Earthrise,2020,TV-Y7,24,"['animation', 'action', 'scifi']",['US'],1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
